id|nct_id|name|removed
45843894|NCT03706326|China|f
45464070|NCT02690545|United States|f
45844131|NCT03064269|China|f
45710547|NCT04169022|France|f
45710557|NCT04186052|China|f
45464765|NCT05577091|China|f
45593768|NCT04691284|Slovakia|f
45593780|NCT04691713|China|f
45594409|NCT05667506|China|f
45594470|NCT05266950|China|f
45594503|NCT05098613|United States|f
45465768|NCT05312411|United States|f
45465861|NCT05105152|United States|f
45977156|NCT05633615|United States|f
45595094|NCT04723914|China|f
45844709|NCT04903080|United States|f
45977179|NCT05587543|China|f
45595318|NCT02937844|China|f
45595332|NCT02937103|China|f
45466185|NCT04571138|United States|f
45595384|NCT02935153|China|f
45466285|NCT04450069|United States|f
45595709|NCT02919046|China|f
45466725|NCT03684889|United States|f
45466897|NCT03330691|United States|f
45466898|NCT03330691|Canada|f
45466911|NCT03244306|United States|f
45466919|NCT03186118|United States|f
45844854|NCT03767725|China|f
45467199|NCT02028455|United States|f
45711127|NCT04184414|China|f
45467269|NCT01683279|United States|f
45844956|NCT03916679|China|f
45467433|NCT03994705|United States|f
45596988|NCT05415475|China|f
45597175|NCT05075603|United States|f
45467608|NCT05651100|China|f
45711200|NCT02813837|China|f
45467862|NCT05416554|United States|f
45597785|NCT03768310|United States|f
45845391|NCT04697290|China|f
45978071|NCT02442297|United States|f
45468624|NCT05616468|China|f
45599386|NCT05022849|United States|f
45599507|NCT04923893|United States|f
45599508|NCT04923893|Argentina|f
45599509|NCT04923893|Australia|f
45599510|NCT04923893|Austria|f
45599511|NCT04923893|Belgium|f
45599512|NCT04923893|Brazil|f
45599513|NCT04923893|Canada|f
45599514|NCT04923893|Czechia|f
45599515|NCT04923893|Denmark|f
45599516|NCT04923893|Finland|f
45599517|NCT04923893|France|f
45599518|NCT04923893|Germany|f
45599519|NCT04923893|Greece|f
45599520|NCT04923893|Hungary|f
45599521|NCT04923893|Ireland|f
45599522|NCT04923893|Israel|f
45599523|NCT04923893|Japan|f
45599524|NCT04923893|Korea, Republic of|f
45599525|NCT04923893|Netherlands|f
45599526|NCT04923893|Norway|f
45599527|NCT04923893|Poland|f
45599528|NCT04923893|Portugal|f
45599529|NCT04923893|Spain|f
45599530|NCT04923893|Sweden|f
45599531|NCT04923893|Switzerland|f
45599532|NCT04923893|United Kingdom|f
45599533|NCT04923893|Italy|t
45599801|NCT04662099|China|f
45845691|NCT03289455|United Kingdom|f
45600410|NCT04181827|United States|f
45600411|NCT04181827|Australia|f
45600412|NCT04181827|Belgium|f
45600413|NCT04181827|Denmark|f
45600414|NCT04181827|France|f
45600415|NCT04181827|Germany|f
45600416|NCT04181827|Greece|f
45600417|NCT04181827|Israel|f
45600418|NCT04181827|Italy|f
45600419|NCT04181827|Japan|f
45600420|NCT04181827|Korea, Republic of|f
45600421|NCT04181827|Netherlands|f
45600422|NCT04181827|Poland|f
45600423|NCT04181827|Spain|f
45600424|NCT04181827|Sweden|f
45600425|NCT04181827|United Kingdom|f
45600426|NCT04181827|Austria|t
45600499|NCT04133636|United States|f
45600500|NCT04133636|Belgium|f
45600501|NCT04133636|France|f
45600502|NCT04133636|Germany|f
45600503|NCT04133636|Israel|f
45600504|NCT04133636|Netherlands|f
45600505|NCT04133636|Saudi Arabia|f
45600506|NCT04133636|Spain|f
45600507|NCT04133636|Singapore|t
45978716|NCT05623488|United States|f
45978813|NCT05457010|United States|f
45978816|NCT05454241|China|f
45978821|NCT05442580|United States|f
45978828|NCT05432635|United States|f
45845966|NCT05275062|China|f
45601439|NCT01430390|United States|f
45711579|NCT05652920|China|f
45711592|NCT04236011|China|f
45602125|NCT04723901|China|f
45711794|NCT02794961|China|f
45979215|NCT04877613|United States|f
45470776|NCT02650999|United States|f
45470992|NCT05436223|China|f
45603056|NCT04655677|China|f
45603106|NCT04653649|Spain|f
45603108|NCT04653493|Iran, Islamic Republic of|f
45603149|NCT04650724|China|f
45603218|NCT04637503|China|f
45603241|NCT04637269|China|f
45979481|NCT04499339|France|f
45979482|NCT04499339|Germany|f
45979483|NCT04499339|Spain|f
45979493|NCT04484012|United States|f
45471452|NCT04186520|United States|f
45471675|NCT05349266|China|f
45471686|NCT05336383|United States|f
45471806|NCT04337606|China|f
45471930|NCT04336501|China|f
45847584|NCT05181501|China|f
45980025|NCT03585764|United States|f
45980049|NCT03549442|United States|f
45980139|NCT03288493|United States|f
45980241|NCT03054298|United States|f
45980261|NCT02935543|United States|f
45848682|NCT03370198|Belgium|f
45980393|NCT02277522|United States|f
45980406|NCT02030847|United States|f
45980432|NCT01837602|United States|f
45848900|NCT03356782|China|f
45848965|NCT05239689|China|f
45713434|NCT02765243|China|f
45849175|NCT04503538|United States|t
45474710|NCT04816526|United States|f
45606352|NCT04666168|China|f
45606385|NCT04665076|China|f
45606478|NCT04661020|China|f
45475196|NCT05531708|China|f
45475210|NCT05513612|China|f
45606860|NCT04626739|China|f
45850506|NCT03840317|China|f
45607292|NCT04610125|China|f
45714779|NCT02735291|China|f
45607685|NCT04594135|China|f
45607779|NCT04213469|China|f
45714953|NCT02737085|China|f
45715374|NCT02721407|China|f
45609618|NCT04546906|China|f
45609662|NCT04541368|China|f
45851874|NCT03811457|China|f
45715795|NCT05260957|United States|f
45852175|NCT05463640|China|f
45610610|NCT04532281|China|f
45610612|NCT04532203|China|f
45852282|NCT03798509|China|f
45611117|NCT04718883|China|f
45852367|NCT03799913|China|f
45716110|NCT04162340|China|f
45716258|NCT03999697|China|f
45852768|NCT03720457|China|f
45716379|NCT05263817|China|f
45982030|NCT04981691|China|f
45717101|NCT02617134|China|f
45717481|NCT04156178|China|f
45853756|NCT03628612|United Kingdom|f
45853757|NCT03628612|Netherlands|t
45982214|NCT05106907|China|f
45718905|NCT02624258|United States|f
45479598|NCT05190653|Canada|f
45854702|NCT03198052|China|f
45719600|NCT04182581|China|f
45480567|NCT04608487|United States|f
45719936|NCT02672501|China|f
45982876|NCT04436029|United States|f
45982938|NCT05123209|China|f
45480733|NCT03676504|Germany|f
45720491|NCT02644655|China|f
45855564|NCT02456350|China|f
45616109|NCT04715217|China|f
45720956|NCT04160195|United States|f
45721374|NCT05096234|United States|f
45616543|NCT04714827|China|f
45721976|NCT04153799|China|f
45482015|NCT04562298|China|f
45616978|NCT04714593|China|f
45856442|NCT03207178|China|f
45722453|NCT05574114|United States|f
45722459|NCT05535855|United States|f
45722593|NCT05010564|United States|f
45482668|NCT01593696|United States|f
45856831|NCT03118180|China|f
45722694|NCT04555551|United States|f
45857141|NCT03185494|China|f
45618927|NCT03271515|China|f
45619037|NCT03271632|China|f
45484967|NCT03696030|United States|f
45857838|NCT05008575|China|f
45619427|NCT04702841|China|f
45485129|NCT03774654|United States|f
45858244|NCT03361748|United States|f
45858245|NCT03361748|Belgium|f
45858246|NCT03361748|Canada|f
45858247|NCT03361748|France|f
45858248|NCT03361748|Germany|f
45858249|NCT03361748|Italy|f
45858250|NCT03361748|Japan|f
45858251|NCT03361748|Spain|f
45984138|NCT04429451|China|f
45620298|NCT04700319|China|f
45486497|NCT04390542|United States|t
45620842|NCT02893189|United Kingdom|f
45984388|NCT05043571|Singapore|f
45984563|NCT05030779|China|f
45622271|NCT04516551|China|f
45622307|NCT04324996|China|f
45859686|NCT03114670|China|f
45859711|NCT04440436|China|f
45727884|NCT04094766|China|f
45622734|NCT05639179|China|f
45488392|NCT05256641|United States|f
45488490|NCT04735471|United States|f
45488499|NCT04661384|United States|f
45623318|NCT02954445|China|f
45623395|NCT02274584|United States|f
45623396|NCT02274584|China|f
45984934|NCT05290155|China|f
45489330|NCT05620680|China|f
45729690|NCT02587689|China|f
45624305|NCT05143151|China|f
45624308|NCT05143112|China|f
45624466|NCT05149391|China|f
45624539|NCT04692948|China|f
45624792|NCT04691349|China|f
45730282|NCT02580747|China|f
45985192|NCT05281809|United States|f
45985233|NCT04796441|China|f
45985239|NCT04796675|China|f
45985243|NCT04803929|China|f
45985271|NCT04785833|China|f
45490868|NCT04650451|United States|f
45490882|NCT04526834|United States|f
45861720|NCT03726515|United States|f
45490961|NCT04257578|United States|f
45626448|NCT05594797|China|f
45626473|NCT02933775|China|f
45985446|NCT05199519|China|f
45626572|NCT05467254|China|f
45985482|NCT04790747|China|f
45626794|NCT05467202|China|f
45627420|NCT04206943|Turkey|f
45985648|NCT05474885|China|f
45627570|NCT05562024|China|f
45732146|NCT03740256|United States|f
45862844|NCT04097301|Czechia|f
45862845|NCT04097301|Italy|f
45985800|NCT04433221|China|f
45492606|NCT05315778|China|f
45985949|NCT05412329|China|f
45733932|NCT02631044|United States|f
45863702|NCT04385173|China|f
45863962|NCT03706547|China|f
45735034|NCT04067414|China|f
45735629|NCT04561557|China|f
45864362|NCT04640909|Italy|f
45630215|NCT05664217|United States|f
45630255|NCT05621291|United States|f
45493624|NCT05464719|United States|f
45864519|NCT01192464|United States|f
45986312|NCT04977193|China|f
45493798|NCT05274451|United States|f
45630908|NCT04960579|United States|f
45631223|NCT04637763|United States|f
45631322|NCT04530565|United States|f
45631323|NCT04530565|Israel|f
45631324|NCT04530565|Puerto Rico|f
45631557|NCT04099797|United States|f
45631571|NCT04013802|United States|f
45631944|NCT02830724|United States|f
45632324|NCT04639739|China|f
45738117|NCT00889954|United States|f
45494657|NCT04432506|United States|f
45738286|NCT04037566|China|f
45738296|NCT02541370|China|f
45865723|NCT03671460|China|f
45986729|NCT04951141|China|f
45494884|NCT04071366|United States|f
45633077|NCT02930993|China|f
45986804|NCT03060343|China|f
45866075|NCT03464916|United States|f
45495260|NCT03435796|United States|f
45495261|NCT03435796|Austria|f
45495262|NCT03435796|Belgium|f
45495263|NCT03435796|Canada|f
45495264|NCT03435796|France|f
45495265|NCT03435796|Germany|f
45495266|NCT03435796|Italy|f
45495267|NCT03435796|Japan|f
45495268|NCT03435796|Netherlands|f
45495269|NCT03435796|Norway|f
45495270|NCT03435796|Spain|f
45495271|NCT03435796|Sweden|f
45495272|NCT03435796|United Kingdom|f
45495273|NCT03435796|Finland|t
45495274|NCT03435796|Switzerland|t
45866225|NCT03661554|China|f
45634110|NCT04670055|China|f
45634195|NCT04657965|China|f
45634197|NCT04658004|China|f
45495647|NCT01087294|United States|f
45634322|NCT04665063|China|f
45741085|NCT05350852|China|f
45741160|NCT03825718|China|f
45866747|NCT03758417|China|f
45495975|NCT03882840|China|f
45496015|NCT03198546|China|f
45866924|NCT03318861|United States|f
45742099|NCT05201781|United States|f
45742100|NCT05201781|Belgium|f
45742101|NCT05201781|China|f
45742102|NCT05201781|Israel|f
45742103|NCT05201781|Japan|f
45742104|NCT05201781|Netherlands|f
45742105|NCT05201781|Spain|f
45867052|NCT05420493|China|f
45496209|NCT03590574|Spain|f
45496210|NCT03590574|United Kingdom|f
45635441|NCT04638270|China|f
45635613|NCT03455972|China|f
45867288|NCT03984968|China|f
45635914|NCT04626765|China|f
45635921|NCT04626726|China|f
45636045|NCT02903810|China|f
45743287|NCT04008394|China|f
45636436|NCT04890236|United States|f
45743444|NCT05277987|China|f
45743626|NCT04048434|Germany|f
45743627|NCT04048434|Switzerland|f
45496898|NCT05665062|United States|f
45496943|NCT05322330|China|f
45744008|NCT05306080|United States|f
45636860|NCT04601181|China|f
45636963|NCT04599543|China|f
45637353|NCT04603872|China|f
45637369|NCT04626908|China|f
45637379|NCT04626752|China|f
45637842|NCT04617704|China|f
45868355|NCT04384393|China|f
45868578|NCT04176913|China|f
45497706|NCT05212584|China|f
45746152|NCT04003168|China|f
45639194|NCT04609241|China|f
45869835|NCT01355965|United States|f
45639974|NCT04572308|China|f
45747318|NCT03573700|United States|f
45988450|NCT04427449|China|f
45988454|NCT04812691|China|f
45498431|NCT03330834|China|f
45640562|NCT04991948|United States|f
45640563|NCT04991948|Belgium|f
45988533|NCT04787263|Italy|f
45640885|NCT04546893|China|f
45870708|NCT03952923|China|f
45640940|NCT04539444|China|f
45641197|NCT04532268|China|f
45870959|NCT05665725|United States|f
45988653|NCT04340167|China|f
45871020|NCT05648019|Singapore|f
45641459|NCT04553393|China|f
45988694|NCT04134325|United States|f
45641655|NCT04550663|China|f
45871358|NCT04657861|China|f
45871597|NCT03605238|China|f
45748463|NCT02547948|China|f
45748477|NCT04010877|China|f
45642193|NCT04537442|China|f
45642401|NCT04534634|China|f
45872230|NCT04083495|United States|f
45872315|NCT03873805|United States|f
45371096|NCT04410900|United States|f
45872333|NCT03648372|United States|f
45872334|NCT03648372|Ukraine|t
45748962|NCT04119024|United States|f
45371220|NCT04025216|United States|f
45989394|NCT04892277|United States|f
45872608|NCT02132624|Sweden|f
45749347|NCT04089215|China|f
45872641|NCT05370547|China|f
45872738|NCT02134262|Japan|f
45643342|NCT03853616|Germany|f
45872982|NCT03579888|United States|f
45989684|NCT05528887|China|f
45989788|NCT05523661|China|f
45873360|NCT05190185|China|f
45371861|NCT05650749|United States|f
45372094|NCT05480449|United States|f
45873858|NCT03181126|United States|f
45873859|NCT03181126|Australia|f
45874115|NCT05085418|China|f
45874160|NCT03068416|Sweden|f
45372492|NCT04789408|United States|f
45372493|NCT04789408|France|f
45874559|NCT04443829|United Kingdom|f
45751512|NCT04085159|China|f
45372713|NCT04318678|United States|f
45751563|NCT04696731|United States|f
45990391|NCT05478343|China|f
45372883|NCT03829540|United States|f
45751898|NCT04004637|China|f
45751981|NCT05277753|China|f
45875665|NCT05020392|China|f
45875688|NCT04881240|United States|f
45752119|NCT05590221|China|f
45990869|NCT05480501|China|f
45875794|NCT04512716|United States|f
45875878|NCT04146051|United States|f
45875879|NCT04146051|Canada|f
45875924|NCT03938987|Canada|f
45990930|NCT05472857|China|f
45991024|NCT05477927|China|f
45374097|NCT01460901|United States|f
45374130|NCT04888468|China|f
45374152|NCT04556266|United States|f
45753210|NCT05546723|United States|f
45753307|NCT05388695|China|f
45753337|NCT05312801|United States|f
45648027|NCT04322292|China|f
45375471|NCT04196205|China|f
45648573|NCT01218867|United States|f
45878042|NCT03674463|China|f
45649089|NCT04317885|China|f
45754791|NCT02664363|United States|f
45992122|NCT04973527|China|f
45755125|NCT03958656|United States|f
45376450|NCT02992834|China|f
45879210|NCT00881920|United States|f
45650131|NCT02792114|United States|f
45376967|NCT03159819|China|f
45880056|NCT05626400|China|f
45500819|NCT04148430|United States|f
45880493|NCT05208853|China|f
45992927|NCT05421663|United States|f
45500843|NCT03467256|Russian Federation|f
45993014|NCT04840875|China|f
45757227|NCT03851146|Australia|f
45651892|NCT04264039|China|f
45378265|NCT03696784|United States|f
45881729|NCT05106946|China|f
45652323|NCT04844866|Austria|f
45652324|NCT04844866|Belgium|f
45652325|NCT04844866|Czechia|f
45652326|NCT04844866|France|f
45652327|NCT04844866|Germany|f
45652328|NCT04844866|Hungary|f
45652329|NCT04844866|Italy|f
45652330|NCT04844866|Lithuania|f
45652331|NCT04844866|Netherlands|f
45652332|NCT04844866|Poland|f
45652333|NCT04844866|Spain|f
45652334|NCT04844866|Sweden|f
45652335|NCT04844866|Turkey|f
45652339|NCT04815356|United States|f
45378575|NCT05312476|China|f
45652435|NCT04483778|United States|f
45378764|NCT04088890|United States|f
45758659|NCT04082910|China|f
45653214|NCT05625594|United States|f
45653303|NCT05352542|China|f
45501627|NCT05576220|United States|f
45380082|NCT04762485|China|f
45654096|NCT00840853|United States|f
45380275|NCT03030976|China|f
45760674|NCT04007978|China|f
45884049|NCT03525782|China|f
45884258|NCT05429905|Singapore|f
45381329|NCT03602157|United States|f
45884291|NCT04173988|China|f
45381364|NCT03049449|United States|f
45381740|NCT05164770|China|f
45995160|NCT04219319|China|f
45762923|NCT04045847|China|f
45885944|NCT02932956|United States|f
45886020|NCT02290951|United States|f
45886021|NCT02290951|France|f
45886022|NCT02290951|Germany|f
45886023|NCT02290951|Israel|f
45886024|NCT02290951|United Kingdom|f
45886498|NCT05059912|China|f
45656851|NCT02862028|China|f
45657132|NCT05199961|United States|f
45657305|NCT05654077|China|f
45887394|NCT04976218|China|f
45887500|NCT05038696|Singapore|f
45383555|NCT03126864|United States|f
45658022|NCT02782351|China|f
45658072|NCT05340829|China|f
45888202|NCT05150522|China|f
45658156|NCT04975555|United States|f
45383953|NCT03383952|China|f
45658191|NCT04226989|China|f
45888571|NCT03638167|United States|f
45888584|NCT03598179|China|f
45996158|NCT04599556|China|f
45384149|NCT01583686|United States|f
45889148|NCT03576807|China|f
45889776|NCT02194374|United States|t
45503318|NCT05262673|China|f
45384601|NCT03366324|China|f
45766445|NCT05225831|China|f
45890389|NCT03672253|China|f
45890397|NCT02905188|United States|f
45503392|NCT05052528|United States|f
45890507|NCT04952272|China|f
45659502|NCT04860817|China|f
45503566|NCT04260945|China|f
45503567|NCT04260932|China|f
45767127|NCT05393986|China|f
45503741|NCT03373071|Italy|f
45660454|NCT05323201|China|f
45767598|NCT05458297|United States|f
45767599|NCT05458297|Brazil|f
45767600|NCT05458297|Canada|f
45767601|NCT05458297|Chile|f
45767602|NCT05458297|China|f
45767603|NCT05458297|Czechia|f
45767604|NCT05458297|Estonia|f
45767605|NCT05458297|Germany|f
45767606|NCT05458297|Ireland|f
45767607|NCT05458297|Israel|f
45767608|NCT05458297|Italy|f
45767609|NCT05458297|Korea, Republic of|f
45767610|NCT05458297|Poland|f
45767611|NCT05458297|Portugal|f
45767612|NCT05458297|Singapore|f
45767613|NCT05458297|Spain|f
45767614|NCT05458297|Sweden|f
45767615|NCT05458297|Turkey|f
45767616|NCT05458297|United Kingdom|f
45767633|NCT05377827|United States|f
45767648|NCT05353530|United States|f
45767831|NCT05081479|United States|f
45767978|NCT04778579|Spain|f
45892210|NCT04969354|China|f
45386745|NCT05341492|China|f
45386753|NCT03310008|Belgium|f
45998132|NCT02348216|United States|f
45998133|NCT02348216|Canada|f
45998134|NCT02348216|France|f
45998135|NCT02348216|Germany|f
45998136|NCT02348216|Israel|f
45998137|NCT02348216|Netherlands|f
45768163|NCT04404660|United States|f
45768164|NCT04404660|Spain|f
45768165|NCT04404660|United Kingdom|f
45661275|NCT04264078|China|f
45768499|NCT03144583|Spain|f
45387312|NCT03029338|China|f
45893222|NCT04732845|United States|f
45768951|NCT04696432|China|f
45768970|NCT04648046|United States|f
45769028|NCT04557436|United Kingdom|f
45769062|NCT04510051|United States|f
45387758|NCT02935257|United Kingdom|f
45662180|NCT04205838|United States|f
45893778|NCT03434769|United States|f
45388074|NCT05204160|United States|f
45388562|NCT05023707|China|f
45999343|NCT03994913|China|f
45770461|NCT03502577|United States|f
45999615|NCT04136275|United States|f
45894957|NCT04430530|China|f
45662992|NCT04844086|Taiwan|f
45895211|NCT04861480|China|f
45895292|NCT04429438|China|f
45771013|NCT04014881|China|f
45895501|NCT04850560|China|f
45895852|NCT01475058|United States|f
45663673|NCT05252572|China|f
45389535|NCT03291444|China|f
45896201|NCT03463928|China|f
45896485|NCT04697940|China|f
45390180|NCT05605197|China|f
45897091|NCT04828174|China|f
45664471|NCT02846584|China|f
45664562|NCT00902044|United States|f
45664705|NCT02842138|China|f
45897886|NCT02081937|China|f
45773146|NCT05350787|China|f
45665023|NCT04156243|China|f
45898358|NCT05472610|China|f
45391282|NCT03196830|China|f
45665338|NCT05016778|China|f
45773643|NCT04008251|China|f
45898692|NCT05243212|Israel|f
45898714|NCT05128786|China|f
45898823|NCT04782193|China|f
45898824|NCT04781634|China|f
45898825|NCT04776330|China|f
45773713|NCT04011293|China|f
45391773|NCT05381662|China|f
45898856|NCT04649983|China|f
45898857|NCT04648475|China|f
45898885|NCT04511871|China|f
45898905|NCT04348643|China|f
45898914|NCT04272151|China|f
45898915|NCT04272125|China|f
45898916|NCT04271800|China|f
45898917|NCT04271644|China|f
45898918|NCT04271410|China|f
45898919|NCT04265963|China|f
45899311|NCT04788472|China|f
45665758|NCT02822326|China|f
46001905|NCT03651128|United States|f
46001906|NCT03651128|Belgium|f
46001907|NCT03651128|Canada|f
46001908|NCT03651128|France|f
46001909|NCT03651128|Germany|f
46001910|NCT03651128|Italy|f
46001911|NCT03651128|Japan|f
46001912|NCT03651128|Netherlands|f
46001913|NCT03651128|Norway|f
46001914|NCT03651128|Spain|f
46001915|NCT03651128|Sweden|f
46001916|NCT03651128|Switzerland|f
46001917|NCT03651128|United Kingdom|f
45506830|NCT05418088|United States|f
45392823|NCT05248048|China|f
45393018|NCT04480788|China|f
45507056|NCT03098355|China|f
45393347|NCT03166878|China|f
45901477|NCT02915445|China|f
45901784|NCT04703686|France|f
45902130|NCT03366350|China|f
45902568|NCT04503980|China|f
45668053|NCT04204161|China|f
45777097|NCT03980691|China|f
45903300|NCT03488160|China|f
45903349|NCT03540303|China|f
45668725|NCT02728882|China|f
45668888|NCT02713984|China|f
45395381|NCT04268706|United States|f
45904361|NCT05459870|China|f
46004334|NCT04150913|United States|f
45904490|NCT05585996|China|f
45904558|NCT04706936|China|f
45669546|NCT05333302|Belarus|f
45905303|NCT05393804|United States|f
45905415|NCT04952584|United States|f
45905708|NCT02601313|United States|f
45905709|NCT02601313|France|f
45905710|NCT02601313|Germany|f
45905711|NCT02601313|Netherlands|f
45906028|NCT03473496|China|f
45670977|NCT02685670|China|f
45398196|NCT05108805|United States|f
46005059|NCT01454596|United States|f
46005217|NCT02215967|United States|f
45907234|NCT04489862|China|f
45907485|NCT05398614|China|f
45671668|NCT04169932|China|f
45907869|NCT03710421|United States|f
45671978|NCT02652910|China|f
45781727|NCT03980288|China|f
45399405|NCT03110640|China|f
45399561|NCT03393936|China|f
45399621|NCT05085444|China|f
45908395|NCT03919526|China|f
45908398|NCT05488132|China|f
45399849|NCT04287660|China|f
45908428|NCT03265106|China|f
45399904|NCT04270461|China|f
45908458|NCT03262298|China|f
45400092|NCT04088864|United States|f
45400193|NCT04007029|United States|f
45400429|NCT04194931|China|f
45908942|NCT05211557|China|f
45908954|NCT05477446|China|f
45672695|NCT04163302|China|f
45672776|NCT04289220|China|f
45909157|NCT03222674|China|f
45509798|NCT03761056|United States|f
45509799|NCT03761056|Australia|f
45509800|NCT03761056|France|f
45509801|NCT03761056|Canada|t
46007547|NCT04684459|China|f
45909738|NCT03208556|China|f
45909990|NCT02303821|United States|f
45909991|NCT02303821|Argentina|f
45909992|NCT02303821|Australia|f
45909993|NCT02303821|Austria|f
45909994|NCT02303821|Brazil|f
45909995|NCT02303821|Bulgaria|f
45909996|NCT02303821|Canada|f
45909997|NCT02303821|Chile|f
45909998|NCT02303821|Colombia|f
45909999|NCT02303821|Czechia|f
45910000|NCT02303821|Denmark|f
45910001|NCT02303821|France|f
45910002|NCT02303821|Greece|f
45910003|NCT02303821|Hong Kong|f
45910004|NCT02303821|Israel|f
45910005|NCT02303821|Italy|f
45910006|NCT02303821|Korea, Republic of|f
45910007|NCT02303821|Mexico|f
45910008|NCT02303821|Netherlands|f
45910009|NCT02303821|Norway|f
45910010|NCT02303821|Poland|f
45910011|NCT02303821|Portugal|f
45910012|NCT02303821|Romania|f
45910013|NCT02303821|Russian Federation|f
45910014|NCT02303821|Saudi Arabia|f
45910015|NCT02303821|Singapore|f
45910016|NCT02303821|South Africa|f
45910017|NCT02303821|Spain|f
45910018|NCT02303821|Sweden|f
45910019|NCT02303821|Taiwan|f
45910020|NCT02303821|Thailand|f
45910021|NCT02303821|Turkey|f
45910022|NCT02303821|United Kingdom|f
45910023|NCT02303821|Switzerland|t
45784278|NCT05371132|United States|f
45910342|NCT05194709|China|f
45673819|NCT03624036|United States|f
45673820|NCT03624036|Italy|f
45673821|NCT03624036|Germany|t
45673822|NCT03624036|Spain|t
45673876|NCT05210907|Korea, Republic of|f
45784725|NCT03931720|China|f
