id|nct_id|description
22235036|NCT03617198|"Step 1:~Subject is screened, undergoes leukaphereses, and optional rectal biopsy, and safety evaluations before dosing. The University of Pennsylvania manufactures the study product.~Step 2:~Subjects receive a single infusion of 0.5-1x10(10) CD4 CAR+CCR5 ZFN modified T cells. Cohort 2 participants undergo a mini-leukapheresis and optional rectal biopsy at the end of step 2.~The duration of Step 2 will be:~Cohort 1: 1 day~Cohort 2: 8 weeks~Step 3:~All subjects will participate in a 16 week analytical treatment interruption (ATI). ATI will be less than 16 weeks if patient's viral load is sustained >100,000 or CD4 count <350 or less than 50% of baseline. At the end of step 3 all participants will undergo mini-leukapheresis and optional rectal biopsy.~Step 4:~Participants who have HIV viral loads ≤1000 copies/ml will continue in an extension of the analytical treatment interruption until viral load is sustained >100,000 or CD4 count <350 or less than 50% of baseline.~Step 5:~Reinitiation of antiretroviral therapy with monthly visits until the HIV RNA is below the limit of quantification. All participants undergo a mini-leukapheresis and optional rectal biopsy at the end of the step 5.~Step 6 (Secondary Follow-up):~All subjects will be followed for safety for up to 5 years post-infusion."
22299767|NCT03881761|CART cell therapy has become the treatment of choice for patients with relapsed/ refractory B cell lymphoma. Currently, CAR-T cells approved for relapsed/refractory B-cell lymphoma are mainly CAR19-T cells. Nearly half of patients who relapse after treatment with CAR19-T cells are caused by tumor cell antigen escape. Dual-target CAR-T cells targeting CD19 and CD20 may reduce the recurrence rate after treatment. This study was to evaluate the efficacy and safety of CD19/CD20 bispecific CAR-T cells in patients with relapsed/refractory B cell lymphoma.
22174547|NCT05432882|"Patients with refractory and/or recurrent B cell malignancies have poor prognosis despite complex multimodal therapy. Despite impressive progress, more than 50% of patients treated with CD19-targeting chimeric antigen receptor T cells (CAR19) experience progressive disease. Further, more than 40% patients with progressive large B cell lymphoma (LBCL) experienced reduced or lost expression of CD19 on the tumor cells after CAR19 treatment; low surface CD19 density before treatment was associated with progressive disease. Therefore, novel curative approaches are needed. The investigation attempts to use genetically modified T cells to express a 4th generation lentiviral anti-CD19/22 bi-specific CAR (bi-4SCAR-CD19/22). The CAR molecules enable the T cells to recognize and kill tumor cells through the recognition of a surface antigen, CD19 or CD22, which is expressed at high levels on tumor cells but not at significant levels on normal tissues.~To overcome tumor escape of single target antigen and enhance in vivo CAR-T efficacy, a novel bi-specific CD19/22 CAR-T therapy regimen is developed to include booster and consolidation CAR-T applications to target highly-refractory B cell cancer. The aim is to evaluate safety and long term efficacy of the bi-CAR-T therapy strategy in CD19 and/or CD22 positive cancer patients."
22174574|NCT02958384|Lewis -Y（LeY） is a difucosylated carbohydrate antigen and although its function is not known, it is expressed on a wide range of malignancies including myeloid malignancies. LeY-targeted CAR-T in myeloid malignancies had been explored and showed good efficiency in the treatment of myeloid malignancies. This trial is designed and conducted to test the safety and effectiveness of LeY-targeted CAR-T.
22111372|NCT05621096|"This is a pilot study to evaluate the feasibility of low-dose radiation therapy in the bridging period between chimeric antigen receptor (CAR) T-cell collection, manufacturing, and infusion (vein-to-vein) in patients with relapsed and refractory aggressive B-cell lymphoma.~Emerging cellular immunotherapies including CAR T-cell therapy have produced remarkable outcomes for this population. The Food and Drug Administration (FDA) has recently approved lisocabtagene maraleucel (liso-cel) for the management of people with relapsed and refractory B-cell lymphoma. Unfortunately, many patients undergoing liso-cel infusion will suffer progression or relapse with devastating consequences. The object of this study is to identify a novel means to enhance liso-cel activity to improve overall outcomes. The investigators hypothesize that the addition of radiation therapy targeting selected sites as bridging therapy prior to lymphodepleting chemotherapy and liso-cel infusion will be effective at improving responses for patients with relapsed and refractory B-cell lymphoma.~Results from this study will provide key justification to expand this therapeutic approach into a larger phase II clinical trial powered to examine the efficacy of this approach."
22300257|NCT03711864|In patients with multiple myeloma with recurrent or refractory BCMA, CAR-T cell infusion was performed after screening, blood collection and pretreatment. Starting dose for 5 x 10^5 / kg, 1 x 10^6 doses sequentially. If dose-limiting toxicity is not observed in 3 patients in a dose group, the next dose group test can be performed; If more than 2/3 of patients (2 cases, included) in a dose group had DLT, dose-escalation was not performed. If 1 case of DLT (1/3) appears in the first 3 patients of a dose group, 3 patients need to be added to the dose group (at this time, there are 6 patients in the group). If DLT occurs in 1 of the 3 patients (with or without) or 2 of the 6 patients (with or without), no further dose escalation is allowed. Researchers and bidders to form drug safety monitoring committee (SRC), every dose group of subjects to complete the DLT observation period, after summarizing the security of this dose group, determine the test of the next dose, subjects such as draw up the highest dose group safety tolerance, SRC to decide whether to continue to increase the dose group of research, finally according to have obtained all the safety and efficacy of dose group information to determine the recommended dose (RP2D).Dose-limiting toxicity (DLT)
22111959|NCT05070156|All subjects participating in this study will receive peripheral blood mononuclear cell collection to produce B010-A injection products after enrollment. Subjects may receive bridging anti-cancer therapy while waiting for the production of B010-A injection. All subjects need to undergo baseline assessment before receiving cell infusion. For all subjects, the baseline assessment includes weight, body surface area, vital signs, physical examination, ECOG score, laboratory examination, coagulation function, etiological examination, 12-lead ECG, echocardiogram, cytokine testing, Tumor marker detection and ICE score, etc. Each subject will receive lymphodepletion prior to B010-A infusion, and dose-limiting toxicity (DLT) assessment will be performed on D28 after the first infusion.
22111967|NCT05013372|CD147 has been demonstrated higher and relatively specific expression on T cell non-Hodgkin's lymphoma. Preclinical studies have shown that CAR T cells targeting CD147 antigen can continuously eliminate Jurkat T-cell lymphoma in mice and extend survival without severe adverse events including hemolysis. Preliminary investigation of CD147-CAR T cells in solid tumors has started and shown an acceptable safety profile. The safety and preliminary effectiveness of CD147-CAR T cells in patients with relapsed or refractory T cell non-Hodgkin's lymphoma will be investigated in this pioneering study.
22111974|NCT04214886|Autologous peripheral blood mononuclear cell (PBMC) will be obtained by leukapheresis over one day and the cells will be transduced with an in house designed CAR retroviral vector. Participants will receive daily intravenous (IV) infusion of lymphodepleting regimen of fludarabine and cyclophosphamide for total of 3 days (Days -5, -4, -3). The dose of cyclophosphamide will be given at 500mg/m2. The dose of fludarabine will be given at 30mg/m2. Participants will receive the CAR transduced T cells IV infusion in the BMT Inpatient Unit and remain admitted for close monitoring for at least the first 7 days following the cell infusion (D0 to Day +7), possibly longer if any side effects are encountered. The CAR transduced T cells will be escalated from 1 x 106 transduced T cells/kg (± 20%) to 2 x 106 transduced T cells/kg (± 20%) in a Phase I design, based on toxicity. Once discharged from the inpatient unit, for the next 7 days (Day +8 to Day +14) the patients will be evaluated in the High Dose Unit (labs and physical exam) to screen for toxicities.
22111984|NCT05621486|This is an open-label dose escalation and dose expansion study to evaluate the safety, tolerability, pharmacokinetics, and antitumor activity of B4T2-001 Autologous CAR T cells in subjects with BT-001 expressing advanced solid tumors. Patients who meet the eligibility criteria will receive B4T2-001 CAR T infusion after lymphodepletion. The lymphodepleting chemotherapy is administered on days -5, -4, and -3 before CAR T infusion using cyclophosphamide 300mg/m2 once daily and fludarabine 30mg/m2 once daily for 3 consecutive days. Doses may be adjusted for renal and/or hepatic insufficiency, or other comorbidities. The study is designed to include the following sequential steps: patient screening, pre-treatment, treatment and follow up for up to 2 years.
22236458|NCT05168748|"This is a phase I, open label, multicenter, dose escalation and expansion study of IMJ995. The study will investigate single agent IMJ995 in two independent groups of acute lymphoblastic leukemia (ALL) patients:~Pediatric, adolescent and young adult (AYA) ALL patients up to 29 years old~Adult ALL patients (≥30 years old) safety cohort The pediatric and AYA ALL group consists of two parts: a dose escalation part to evaluate feasibility, characterize safety and identify the recommended dose (RD) of IMJ995, and a dose expansion part to further characterize safety, cellular kinetics and assess preliminary antitumor activity. Once the RD of IMJ995 is determined for this group, the corresponding expansion part may commence.~Once the RD of IMJ995 is determined for the pediatric and AYA group, a safety cohort for adult ALL patients ≥30 years old may commence in parallel to the above mentioned expansion part."
22236708|NCT02772198|"Autologous T cells transduced with chimeric antigen receptors (CAR) that recognize the CD19 antigen (CD19-CAR T cells) have been used in multiple clinical trials at several institutions worldwide. We established an in-house manufacturing process for CD19-CAR T cells with a CD28 (cluster of differentiation 28) costimulatory domain.~Primary Objectives:~To study the safety of administration of CAR T cell at the Sheba Medical Center~To determine the feasibility and efficacy of administering anti-CD19-CAR T cells in children and young adults with B cell malignancies.~Secondary Objectives~To study in vivo and in vitro behavior of CAR T cell in patients, including persistence, expansion, cytotoxic potential and exhaustion.~To study the cytokine milieu in CAR treated patients.~Eligibility Patients 1-50 years of age, with a CD19-expressing B-cell malignancy that has recurred after, or not responded to, one or more standard chemotherapy-containing regimens.~Design Peripheral blood mononuclear cells (PBMCs)will be obtained by leukapheresis. Anti-CD19 CAR T cells will be manufactured from fresh autologous PBMCs. PBMC will be cultured in the presence of anti-CD3 (cluster of differentiation 3) antibody and interleukin-2 followed by retroviral vector supernatant containing the anti-CD19 CAR. Total culture time is between 7-10 days. Patients will receive lymphodepleting chemotherapy composed of cyclophosphamide and fludarabine prior to cell infusion, and on day 0 will receive one million CAR T cells per kilogram. Patients will be monitored for toxicity including cytokine release syndrome, hematologic toxicities and B-cell aplasia; for response of their underlying malignancy; and for CAR-T cell persistence in the blood, marrow and cerebral spinal fluid (CSF)."
22176553|NCT02963038|The CAR consists of a CD19 targeting antibody scFv with three intracellular signaling domains derived from CD3 zeta, CD28 and 4-1BB. Autologous T cells will be gene engineered with the CAR gene using a lentivirus vector. Prior to T cell infusion, the patients will be subjected to preconditioning treatment. After T cell infusion, the patients will be evaluated for 24 months for adverse reactions, persistence of CAR T cells and efficacy.
22363677|NCT03312205|Chimeric antigen receptor (CAR)-modified T cells targeted against CD19 have demonstrated unprecedented successes in treating patients with hematopoietic and lymphoid malignancies. Besides CD19, many other molecules such as CD22, CD30,BCMA, CLL-1, etc. may be potential in developing the corresponding CAR-T cells to treat patients whose tumors expressing those markers. Investigators have developed a high efficient platform for constructing different CARs and preclinical studies have demonstrated effective killing of corresponding target cells. In this study, investigators will evaluate their safety and efficacy in patients with different types of hematopoietic and lymphoid malignancies. The primary goal is safety assessment including cytokine storm response and any other adverse effects. In addition, tumor targeting and disease status after treatment will also be evaluated.
22237500|NCT02537977|Tongji Hospital of Tongji University has developed an investigational approach for treating patients with CD19 positive B cell malignancy that involves taking white blood cells from the patient, growing them in the laboratory in large numbers, genetically modifying these specific cells with lentivirus to attack CD19 positive cells, and then giving the cells back to the patients.The main purpose of the study is to assess the safety and efficacy of the treatment with anti-CD19 CAR-T cells in the patients with chemotherapy resistant or refractory CD19 positive B cell malignancy including leukemia and lymphoma.
22237543|NCT05379569|This study was a prospective, randomized, controlled, single-center clinical study. A total of 142 patients eligible for the inclusion of acute B lymphoblastic leukemia were randomly divided into two groups: the experimental group (n = 71) and the control group (n = 71). The treatment group was given BFC conditioning regimen (fludalabine, marylan, cyclophosphamide), and the control group was given BuCY conditioning regimen (marylan, cyclophosphamide), and the patients were followed up to 1 year after transplantation. The 1-year disease-free survival rate of patients in the two groups was compared to evaluate whether increasing fludarabine could reduce the recurrence rate of patients after transplantation and thus improve the overall survival rate.
22237709|NCT05382377|"This is an open-label, dose escalation/expansion study to assess the safety, tolerability, and efficacy of KD-025 cell infusion in patients with advanced NKG2DL+ solid tumors.~In this study, the enrollment of the patients must meet the inclusion and exclusion criteria. All subjects will be undergo screening, pre-treatment (cell product preparation, lymphodepleting chemotherapy), treatment and follow up."
22237842|NCT05639972|This is a single-arm, single-cohort, single-center, feasibility study to determine the feasibility of E7 TCR-T cell induction therapy for locoregionally advanced human papillomavirus (HPV)-associated cancers (LAHPVC). Participants must have LAHPVC with HPV-16-positive cancer (tumor test) and the human leukocyte antigens (HLA)-A*02:01 allele (blood test). Participants will undergo apheresis for generation of autologous, gene-engineered, E7 TCR-T cells. One week after apheresis, they will receive a non-myeloablative lymphocyte-depleting preparative regimen of cyclophosphamide and fludarabine. Conditioning will be followed by a single infusion of E7 TCR T cells and adjuvant high-dose aldesleukin. Participants will follow up 3 weeks and 6 weeks after treatment. Tumor response will be assessed by imaging studies at the 6-week time point. Participants will be referred back to their primary oncology team for definitive therapy after the 6-week assessment (or earlier if tumors do not appear to be responding). Participants will be followed to determine 2- and 5-year disease free survival.
22300961|NCT05470777|The patients received sequential infusion of CD22 and CD19 CAR-T cells (co-stimulatory molecule was 4-1BB and infusion dose was 5*10^6/kg respectively) after standard induction and consolidation chemotherapy. Autologous stem cells mobilization and collection were performed 6-8 weeks after CAR-T infusion. Standard BuCy as conditioning regimen for Auto-HSCT was used 4 weeks after successful stem cell collection. CD22 and CD19 CAR-T cells were re-infused 2 days after Auto-HSCT. Patients were followed up and minimal residual diseases (MRD) was monitored by flow cytometry and second-generation gene sequencing of IgH rearrangement.
22364136|NCT03356795|"Cervical cancer is a cancer arising from the cervix. Human papillomavirus (HPV) infection causes more than 90% of cases. Other risk factors include smoking, a weak immune system, birth control pills, starting sex at a young age, and having many sexual partners, but these are less important. Worldwide, cervical cancer is both the fourth-most common cause of cancer and the fourth-most common cause of death from cancer in women. The treatment of cervical cancer consists of surgical intervention, radiation, chemotherapy and immunotherapy.~In this study, the participant's T-cells will be collected and modified. Then the modified T cells, called chimeric antigen receptor modified-T cells (CAR T) which can recognize specific molecules that are expressed on the surface of cervical cancer cells, are given back to the participant by intravenous infusion.~The purpose of this clinical trial is to assess the feasibility, safety and efficacy of CAR T cells immunotherapy in patients who have GD2, PSMA, Muc1, Mesothelin or other markers positive cervical cancer. Another goal of the study is to learn more about the persistence and function of CAR T cells in the body."
22238413|NCT05588440|"Study ONCT-808-101 is a Phase 1/2, single-arm, open-label, multi-center study to evaluate the safety and tolerability, pharmacokinetics, and anti-tumor activity of ONCT-808 in subjects with aggressive B cell lymphoma (BCL), including large B-cell lymphoma (LBCL) and mantle cell lymphoma (MCL). The study will be separated into two distinct phases designated as Phase 1 and Phase 2.~After the safety and tolerability of ONCT-808 have been assessed to select the recommended Phase 2 dose (RP2D) in Phase 1, Phase 2 will commence to further validate the dose and evaluate the safety and efficacy of ONCT-808. In Phase 2, subjects with LBCL or MCL will be enrolled into 2 separate dose expansion cohorts."
22113352|NCT05397496|"This is an open-label, multicenter, phase I study of PIT565 in patients with R/R B-NHL and R/R B-ALL.~The study comprises a dose escalation part of PIT565 in two independent groups (group A: R/R B-NHL and B: R/R B-ALL) and a dose expansion part in three independent groups (relapsed and/or refractory large B-cell lymphoma (R/R LBCL) who received CAR-T therapy (A2) or not (A1), and R/R B-ALL (B1)).~During the dose escalation, the safety (including the dose-dose limiting toxicity (DLT) relationship) and tolerability of PIT565 will be assessed, and schedule(s), route(s) of administration and dose(s) will be identified for use in the expansion part based on the review of these data. The recommended dose (RD) will also be guided by the available information on pharmacokinetics (PK), pharmacodynamics (PD), and preliminary anti-tumor activity. The dose escalation will be guided by an adaptive Bayesian logistic regression model (BLRM) following the Escalation with Overdose Control (EWOC) principle.~Different schedules (once weekly (Q1W) or once every 2 weeks (Q2W) with and without priming dose) and routes of administrations (intravenous (i.v.) or subcutaneous (s.c.)) will be explored in the dose escalation groups.~The dose expansion will further explore the MTD(s) and/or RD(s) and the selected schedule(s) and route of administration(s) in the three patients' groups."
22301185|NCT03931421|In this trial, T cells are seperated from multiple myeloma patients, and engineered into BMCA-targeted CAR-T cells, these cells are then transfused back into the patients to elimimnate the myeloma cells. In this process, the safety and efficacy of this CAR-T treatment are closely monitored.
