id|nct_id|name|downcase_name
86109545|NCT04348643|Solid Tumor|solid tumor
86109546|NCT04348643|Lung Cancer|lung cancer
86109547|NCT04348643|Colorectal Cancer|colorectal cancer
86109548|NCT04348643|Liver Cancer|liver cancer
86109549|NCT04348643|Pancreatic Cancer|pancreatic cancer
86109550|NCT04348643|Gastric Cancer|gastric cancer
86109551|NCT04348643|Breast Cancer|breast cancer
86109561|NCT04272151|Multiple Myeloma|multiple myeloma
86109562|NCT04272151|Chimeric Antigen Receptor T cell|chimeric antigen receptor t cell
86109563|NCT04272151|BCMA|bcma
86109564|NCT04272125|Leukemia|leukemia
86109565|NCT04272125|Acute Myeloid Leukemia|acute myeloid leukemia
86109566|NCT04272125|CD123|cd123
86109567|NCT04272125|CAR-T|car-t
86109568|NCT04271800|Leukemia|leukemia
86109569|NCT04271800|Lymphoma|lymphoma
86109570|NCT04271800|CD19|cd19
86109571|NCT04271800|CAR-T|car-t
86109572|NCT04271644|Multiple Myeloma|multiple myeloma
86109573|NCT04271644|BCMA|bcma
86109574|NCT04271644|Chimeric Antigen Receptor T Cell|chimeric antigen receptor t cell
86109575|NCT04271410|Leukemia|leukemia
86109576|NCT04271410|Lymphoma|lymphoma
86110199|NCT04788472|CD19 CAR-T|cd19 car-t
86110200|NCT04788472|CD22 CAR-T|cd22 car-t
86110201|NCT04788472|Ph Chromosome Positive|ph chromosome positive
86110202|NCT04788472|B-ALL|b-all
86110203|NCT04788472|Newly diagnosed|newly diagnosed
86114640|NCT02915445|EpCAM CAR-T, solid tumors, cancer immunotherapy|epcam car-t, solid tumors, cancer immunotherapy
86115279|NCT04703686|Post Car T-cells therapy|post car t-cells therapy
86117091|NCT04503980|Solid tumors|solid tumors
86117092|NCT04503980|CAR T cell|car t cell
86118695|NCT03488160|lymphoma CAR-T|lymphoma car-t
86118812|NCT03540303|relapsed/refractory, B cell, lymphoma, CAR|relapsed/refractory, b cell, lymphoma, car
86120748|NCT05459870|CAR-T|car-t
86120749|NCT05459870|autoimmune disease|autoimmune disease
86120750|NCT05459870|autoantibody|autoantibody
86120751|NCT05459870|CD19|cd19
86120752|NCT05459870|BCMA|bcma
86120753|NCT05459870|CD138|cd138
86120754|NCT05459870|BAFF-R|baff-r
86121167|NCT04706936|BCMA|bcma
86121168|NCT04706936|Chimeric antigen receptor T cell|chimeric antigen receptor t cell
86121169|NCT04706936|Adoptive cell therapy|adoptive cell therapy
86122955|NCT05393804|Ide-cel (bb2121)|ide-cel (bb2121)
86122956|NCT05393804|Hematopoietic Cell Transplant|hematopoietic cell transplant
86122957|NCT05393804|22-118|22-118
86123128|NCT04952584|CD30-Positive Lymphoma|cd30-positive lymphoma
86123129|NCT04952584|Hodgkin lymphoma|hodgkin lymphoma
86123130|NCT04952584|Non-Hodgkin lymphoma|non-hodgkin lymphoma
86123131|NCT04952584|CD30 CAR|cd30 car
86124228|NCT03473496|BCMA-CART|bcma-cart
86124229|NCT03473496|CD138-CART|cd138-cart
86124230|NCT03473496|CD56-CART|cd56-cart
86124231|NCT03473496|CD38-CART|cd38-cart
85895676|NCT03980288|CAR-T|car-t
86125786|NCT04489862|MSLN-CAR T|msln-car t
86125787|NCT04489862|PD-1 nanobodies|pd-1 nanobodies
86126082|NCT05398614|CD7|cd7
86126083|NCT05398614|T-ALL/T-LBL|t-all/t-lbl
86127480|NCT03919526|CD19/CD22|cd19/cd22
86127481|NCT03919526|Bispecific CAR-T|bispecific car-t
86127482|NCT03919526|leukemia|leukemia
86127483|NCT03919526|MRD-positive|mrd-positive
86127484|NCT03919526|B-ALL|b-all
86127641|NCT03262298|CD22|cd22
86127642|NCT03262298|CAR-T|car-t
86127643|NCT03262298|Leukemia|leukemia
86127644|NCT03262298|Lymphoma|lymphoma
86128417|NCT05211557|Fully Human B7H3 CAR-T|fully human b7h3 car-t
86128418|NCT05211557|Recurrent Ovarian Cancer|recurrent ovarian cancer
86128450|NCT05477446|CAR-T cell therapy|car-t cell therapy
86128451|NCT05477446|Langerhans Cell histiocytosis|langerhans cell histiocytosis
86128452|NCT05477446|CD207|cd207
86128836|NCT03222674|AML|aml
86128837|NCT03222674|CAR T|car t
86128838|NCT03222674|Muc1,CLL1, CD33, CD38, CD56, and/or CD123|muc1,cll1, cd33, cd38, cd56, and/or cd123
86131105|NCT02439788|Neuroblastoma|neuroblastoma
86131106|NCT02439788|Natural Killer T Cells|natural killer t cells
86131107|NCT02439788|Gene Therapy|gene therapy
86131108|NCT02439788|Chimeric Antigen Receptor|chimeric antigen receptor
86131787|NCT03182816|epidermal growth factor receptor|epidermal growth factor receptor
86131788|NCT03182816|CTLA-4|ctla-4
86131789|NCT03182816|PD-1|pd-1
86131790|NCT03182816|chimeric antigen receptor T cells|chimeric antigen receptor t cells
86131791|NCT03182816|solid tumor|solid tumor
86131805|NCT03185468|CAR T|car t
86131806|NCT03185468|Bladder|bladder
86132314|NCT02416466|Colorectal cancer|colorectal cancer
86132315|NCT02416466|Liver metastases|liver metastases
86132316|NCT02416466|Breast cancer|breast cancer
86132317|NCT02416466|Gastric cancer|gastric cancer
86132318|NCT02416466|Pancreas cancer|pancreas cancer
86132319|NCT02416466|Carcinoembryonic antigen|carcinoembryonic antigen
86132320|NCT02416466|CAR-T|car-t
86132321|NCT02416466|Immunotherapy|immunotherapy
86133986|NCT02535364|acute lymphoblastic leukemia|acute lymphoblastic leukemia
86133987|NCT02535364|ALL|all
86133988|NCT02535364|chimeric antigen receptor|chimeric antigen receptor
86133989|NCT02535364|CAR|car
86133990|NCT02535364|CAR T cells|car t cells
86133991|NCT02535364|JCAR015|jcar015
86133992|NCT02535364|autologous T cell therapy|autologous t cell therapy
86133993|NCT02535364|cell therapy|cell therapy
86134357|NCT03070327|B-cell Maturation Antigen (BCMA)|b-cell maturation antigen (bcma)
86134358|NCT03070327|Targeted EGFRt/BCMA-41BBz|targeted egfrt/bcma-41bbz
86134359|NCT03070327|Chimeric antigen receptor (CAR)|chimeric antigen receptor (car)
86134360|NCT03070327|Lenalidomide|lenalidomide
86134361|NCT03070327|17-025|17-025
86137509|NCT03473457|CD38-CART|cd38-cart
86137510|NCT03473457|CD33-CART|cd33-cart
86137511|NCT03473457|CD56-CART|cd56-cart
86137512|NCT03473457|CD123-CART|cd123-cart
86137513|NCT03473457|CD117-CART|cd117-cart
86137514|NCT03473457|CD133-CART|cd133-cart
86137515|NCT03473457|CD34-CART|cd34-cart
86137516|NCT03473457|Mucl-CART|mucl-cart
86138664|NCT04684563|CLL|cll
86138665|NCT04684563|NHL|nhl
86138666|NCT04684563|CAR-T cells|car-t cells
86143272|NCT03649529|HLA-A2|hla-a2
86143273|NCT03649529|gp100|gp100
86143606|NCT03615313|mesothelin, PD-1, CAR T cells, solid tumor|mesothelin, pd-1, car t cells, solid tumor
86144631|NCT03612739|CAR-T Cells|car-t cells
86144632|NCT03612739|NKR-2|nkr-2
86144633|NCT03612739|AML|aml
86144634|NCT03612739|Epigenetic drug therapy|epigenetic drug therapy
86145685|NCT03125577|4S CAR-T|4s car-t
86145686|NCT03125577|CD19|cd19
86145687|NCT03125577|CD20|cd20
86145688|NCT03125577|CD22|cd22
86145689|NCT03125577|CD38|cd38
86145690|NCT03125577|CD123|cd123
86145691|NCT03125577|B cell leukemia|b cell leukemia
86145692|NCT03125577|B-ALL|b-all
86145693|NCT03125577|CD70|cd70
86145694|NCT03125577|CD30|cd30
86146616|NCT03939026|CAR T|car t
86146617|NCT03939026|Cell Therapy|cell therapy
86146618|NCT03939026|Allogeneic Cell Therapy|allogeneic cell therapy
86146619|NCT03939026|Cellular Immuno-therapy|cellular immuno-therapy
86146620|NCT03939026|AlloCAR T|allocar t
86146621|NCT03939026|ALLO-501|allo-501
86146622|NCT03939026|ALLO-647|allo-647
86146623|NCT03939026|LBCL|lbcl
86146624|NCT03939026|Lymphoma|lymphoma
86146625|NCT03939026|Follicular Lymphoma|follicular lymphoma
86146626|NCT03939026|Large B-Cell Lymphoma|large b-cell lymphoma
85917095|NCT02414269|CAR T cells|car t cells
86148180|NCT05396300|CAR-T|car-t
86148181|NCT05396300|CEA|cea
86148182|NCT05396300|CEA-positive advanced malignant solid tumors|cea-positive advanced malignant solid tumors
86148275|NCT05089266|Solid tumors|solid tumors
86148276|NCT05089266|CAR T cells|car t cells
86148350|NCT04768608|Castrate-Resistant Prostate Cancer|castrate-resistant prostate cancer
86148389|NCT04652219|cart|cart
86148390|NCT04652219|gucy2c|gucy2c
86148391|NCT04652219|Digestive tract tumor|digestive tract tumor
86148575|NCT03618381|CAR T cell|car t cell
86148576|NCT03618381|Pediatric|pediatric
86148577|NCT03618381|Young Adults|young adults
86148578|NCT03618381|Non-CNS solid tumor|non-cns solid tumor
86149561|NCT04545762|Non-Hodgkin Lymphoma|non-hodgkin lymphoma
86149562|NCT04545762|Anti-CD19 autologous CAR-T cells|anti-cd19 autologous car-t cells
86149599|NCT04419909|CTL019|ctl019
86149600|NCT04419909|CTL119|ctl119
86149601|NCT04419909|CAR T-cell|car t-cell
86149602|NCT04419909|CART|cart
86150529|NCT02850536|Colorectal Cancer|colorectal cancer
86150530|NCT02850536|Liver Metastases|liver metastases
86150531|NCT02850536|Breast Cancer|breast cancer
86150532|NCT02850536|Gastric Cancer|gastric cancer
86150533|NCT02850536|Pancreas Cancer|pancreas cancer
86150534|NCT02850536|Carcinoembryonic antigen|carcinoembryonic antigen
86150535|NCT02850536|CAR-T|car-t
86150536|NCT02850536|Immunotherapy|immunotherapy
86153947|NCT03327285|Acute lymphoblastic leukemia|acute lymphoblastic leukemia
86153948|NCT03327285|Hematopoietic stem cell transplantation|hematopoietic stem cell transplantation
86153949|NCT03327285|Anti-CD19 chimeric antigen receptor T-cell|anti-cd19 chimeric antigen receptor t-cell
86154605|NCT03321123|B cell Acute Lymphoblastic Leukemia|b cell acute lymphoblastic leukemia
86154606|NCT03321123|relapsed or refractory|relapsed or refractory
86154607|NCT03321123|CD-19 Positive|cd-19 positive
86156364|NCT05334823|CAR-T|car-t
86156365|NCT05334823|CD19|cd19
86156366|NCT05334823|B-ALL|b-all
86163028|NCT03252171|CAR-T cell immunotherapy|car-t cell immunotherapy
86163029|NCT03252171|GD2|gd2
86163030|NCT03252171|glioma|glioma
86164221|NCT05354375|Prostate specific membrane antigen|prostate specific membrane antigen
86164222|NCT05354375|Castration-resistant Prostate Cancer|castration-resistant prostate cancer
86164223|NCT05354375|CAR-T|car-t
86164224|NCT05354375|Chimeric antigen receptor|chimeric antigen receptor
86164225|NCT05354375|T cell|t cell
86165192|NCT04715191|15.21.GPC3-CAR T cells|15.21.gpc3-car t cells
86165193|NCT04715191|GPC3|gpc3
86165194|NCT04715191|Glypican|glypican
86165308|NCT04377932|15.GPC3-CAR T cells|15.gpc3-car t cells
86165309|NCT04377932|GPC3|gpc3
86165310|NCT04377932|Glypican|glypican
86165343|NCT04240808|Car T|car t
86165344|NCT04240808|Car T Cells|car t cells
86165345|NCT04240808|Cancer|cancer
86165346|NCT04240808|B-Cell Non-Hodgkin's Lymphoma|b-cell non-hodgkin's lymphoma
86165347|NCT04240808|B-NHL|b-nhl
86165391|NCT04049383|Acute Lymphoblastic Leukemia|acute lymphoblastic leukemia
86165392|NCT04049383|B-cell|b-cell
86165393|NCT04049383|CAR-T|car-t
86165858|NCT03564977|CAR-T|car-t
86165859|NCT03564977|minimal residual disease|minimal residual disease
86165860|NCT03564977|B cell maliganacy|b cell maliganacy
86166304|NCT03545815|mesothelin, CRISPR-Cas9, PD-1, TCR|mesothelin, crispr-cas9, pd-1, tcr
86169520|NCT04934774|Anti-CD7 CAR|anti-cd7 car
86169521|NCT04934774|CD7CAR|cd7car
86169522|NCT04934774|T cell leukoma/lymphoma|t cell leukoma/lymphoma
86169523|NCT04934774|T-ALL|t-all
86169524|NCT04934774|T-cell acute lymphoblastic leukemia|t-cell acute lymphoblastic leukemia
86169525|NCT04934774|T-cell acute lymphoblastic lymphoma|t-cell acute lymphoblastic lymphoma
86171192|NCT04888442|Adoptive T Cell Therapy|adoptive t cell therapy
86171193|NCT04888442|Chimeric antigen receptor|chimeric antigen receptor
86171194|NCT04888442|CD19|cd19
85874869|NCT04648046|HIV|hiv
85943019|NCT04690595|ALL|all
86176548|NCT02706405|PD-L1|pd-l1
86176549|NCT02706405|immunotherapy|immunotherapy
86176550|NCT02706405|non-Hodgkin lymphoma|non-hodgkin lymphoma
86176740|NCT03179007|MUC1|muc1
86176741|NCT03179007|CTLA-4|ctla-4
86176742|NCT03179007|PD-1|pd-1
86176743|NCT03179007|chimeric antigen receptor T cells|chimeric antigen receptor t cells
86176744|NCT03179007|solid tumor|solid tumor
86176773|NCT02761915|Neuroblastoma|neuroblastoma
86176774|NCT02761915|Immunotherapy|immunotherapy
86176775|NCT02761915|1RG-CART|1rg-cart
86176776|NCT02761915|Cyclophosphamide|cyclophosphamide
86176777|NCT02761915|Fludarabine|fludarabine
86176778|NCT02761915|CAR T-cells|car t-cells
86176779|NCT02761915|Anti-GD2|anti-gd2
86176780|NCT02761915|GD2|gd2
86176781|NCT02761915|CAR|car
86176782|NCT02761915|Chimeric Antigen Receptor|chimeric antigen receptor
86176783|NCT02761915|Cytokine Release Syndrome|cytokine release syndrome
86179432|NCT05626322|DLBCL|dlbcl
86179433|NCT05626322|Lymphoma|lymphoma
86179434|NCT05626322|Relapsed|relapsed
86179435|NCT05626322|Refractory|refractory
86179436|NCT05626322|CD19|cd19
86179437|NCT05626322|CD47|cd47
86179438|NCT05626322|Maplirpacept|maplirpacept
86179439|NCT05626322|Tafasitamab|tafasitamab
86179440|NCT05626322|Lenalidomide|lenalidomide
86180266|NCT02107963|GD2-Expressing Tumors|gd2-expressing tumors
86180267|NCT02107963|Anti-GD2 Chimeric Antigen Receptor|anti-gd2 chimeric antigen receptor
86180268|NCT02107963|Osteosarcoma|osteosarcoma
86180269|NCT02107963|Adoptive Immunotherapy|adoptive immunotherapy
86180270|NCT02107963|Sarcomas|sarcomas
86183806|NCT02203825|Acute Myeloid Leukemia|acute myeloid leukemia
86183807|NCT02203825|NKG2D|nkg2d
86183808|NCT02203825|Multiple Myeloma|multiple myeloma
86183809|NCT02203825|Cell Therapy|cell therapy
86187384|NCT04473937|Hematologic Malignancy|hematologic malignancy
86187385|NCT04473937|Refractory Lymphoma|refractory lymphoma
86187386|NCT04473937|CAR T cell therapy|car t cell therapy
86187387|NCT04473937|Radiotherapy|radiotherapy
86191813|NCT01953900|Osteosarcoma|osteosarcoma
86191814|NCT01953900|T-Cells|t-cells
86191815|NCT01953900|varicella zoster virus (VZV)|varicella zoster virus (vzv)
86191816|NCT01953900|GD2|gd2
86191817|NCT01953900|Neuroblastoma|neuroblastoma
86191922|NCT03528421|CAR-T|car-t
86192447|NCT03927261|AML|aml
86192448|NCT03927261|MDS|mds
86193573|NCT04581473|advanced solid tumors|advanced solid tumors
86193574|NCT04581473|Gastric Cancer|gastric cancer
86193575|NCT04581473|Pancreatic Cancer|pancreatic cancer
86193576|NCT04581473|Esophagogastric Junction Cancer|esophagogastric junction cancer
86193577|NCT04581473|Claudin18.2|claudin18.2
86193578|NCT04581473|CLDN18.2|cldn18.2
86193579|NCT04581473|CAR T cell|car t cell
86195358|NCT03497533|CD19|cd19
86195359|NCT03497533|CAR-T|car-t
86195360|NCT03497533|TriCAR-T-CD19|tricar-t-cd19
86195361|NCT03497533|non-Hodgkin lymphoma|non-hodgkin lymphoma
86195362|NCT03497533|NHL|nhl
86197591|NCT02443831|high risk relapsed CD19+ and/or CD22+ hematological malignancies|high risk relapsed cd19+ and/or cd22+ hematological malignancies
86197852|NCT05191472|CAR-T|car-t
86198975|NCT04219163|AML|aml
86199834|NCT05206357|Non-hodgkin Lymphoma|non-hodgkin lymphoma
86199835|NCT05206357|ABBV-GMAB-3013|abbv-gmab-3013
86199836|NCT05206357|Epcoritamab|epcoritamab
86199837|NCT05206357|Burkitt's or Burkitt-like Lymphoma/Leukemia|burkitt's or burkitt-like lymphoma/leukemia
86199838|NCT05206357|Diffuse Large B-cell Lymphoma|diffuse large b-cell lymphoma
86199839|NCT05206357|Aggressive Mature (CD20+) B-cell Lymphoma|aggressive mature (cd20+) b-cell lymphoma
86199840|NCT05206357|Cancer|cancer
86199841|NCT05206357|Relapsed/Refractory Aggressive Mature B-cell Neoplasms|relapsed/refractory aggressive mature b-cell neoplasms
86199842|NCT05206357|EPCORE|epcore
86200123|NCT04577326|Genetically Engineered Autologous T Cells|genetically engineered autologous t cells
86200124|NCT04577326|20-328|20-328
85971374|NCT03448393|CD-19 expressing tumor|cd-19 expressing tumor
85971375|NCT03448393|CD-22 Expressing Tumor|cd-22 expressing tumor
85971376|NCT03448393|Adoptive Immunotherapy|adoptive immunotherapy
85971377|NCT03448393|Lymphoma|lymphoma
86204004|NCT03323944|metastatic adenocarcinoma, pancreas|metastatic adenocarcinoma, pancreas
85971378|NCT03448393|Philadelphia chromosome + ALL|philadelphia chromosome + all
86207067|NCT03497819|CART|cart
86207068|NCT03497819|Pancreatic Cancer|pancreatic cancer
86207069|NCT03497819|artery infusion|artery infusion
86209759|NCT05320081|CD30 positive|cd30 positive
86210256|NCT03593109|Chimeric Antigen Receptor T cells|chimeric antigen receptor t cells
86210257|NCT03593109|CD19 and CD22|cd19 and cd22
86213261|NCT04447573|BCMA，MM|bcma，mm
86213881|NCT03904069|Relapsed/refractory acute myeloid leukemia|relapsed/refractory acute myeloid leukemia
86213882|NCT03904069|Acute myeloid leukemia|acute myeloid leukemia
86213883|NCT03904069|Oncology/hematology|oncology/hematology
86213884|NCT03904069|CAR T cell therapy|car t cell therapy
86215722|NCT03349255|alpha-fetoprotein|alpha-fetoprotein
86215723|NCT03349255|AFP|afp
86215724|NCT03349255|HCC|hcc
86215725|NCT03349255|CAR T cell therapy|car t cell therapy
86216894|NCT05430945|multiple myeloma|multiple myeloma
86216895|NCT05430945|CAR T-cell therapy|car t-cell therapy
86216896|NCT05430945|BCMA|bcma
86220974|NCT03356795|Cervical cancer|cervical cancer
86220975|NCT03356795|CAR-T|car-t
86220976|NCT03356795|GD2|gd2
86220977|NCT03356795|PSMA|psma
86220978|NCT03356795|Muc1|muc1
86220979|NCT03356795|Mesothelin|mesothelin
86220980|NCT03356795|HPV|hpv
86220981|NCT03356795|solid tumor|solid tumor
85760022|NCT02813837|lymphoma|lymphoma
86227603|NCT03283631|Malignant Glioma|malignant glioma
86227604|NCT03283631|INTERCEPT|intercept
86227605|NCT03283631|Pro00083828|pro00083828
86227606|NCT03283631|Adult|adult
86227607|NCT03283631|Chimeric Antigen Receptor|chimeric antigen receptor
86227608|NCT03283631|CAR T cell|car t cell
86227609|NCT03283631|EGFRvIII|egfrviii
86227937|NCT03267173|Pancreatic Cancer|pancreatic cancer
86227939|NCT03267173|Mesothelin|mesothelin
86227940|NCT03267173|CEA|cea
86227941|NCT03267173|HER2|her2
86229773|NCT04430595|CART|cart
86229774|NCT04430595|adoptive T cell transfer|adoptive t cell transfer
86229775|NCT04430595|Her2|her2
86229776|NCT04430595|GD2|gd2
86229777|NCT04430595|CD44V6|cd44v6
86232173|NCT04792593|B-ALL，h19，CAR-T|b-all，h19，car-t
86236227|NCT04280133|Hematologic Malignancy|hematologic malignancy
86236228|NCT04280133|CAR-T cell therapy|car-t cell therapy
86240071|NCT03182803|mesothelin|mesothelin
86240072|NCT03182803|CTLA-4|ctla-4
86240073|NCT03182803|PD-1|pd-1
86240074|NCT03182803|chimeric antigen receptor T cells|chimeric antigen receptor t cells
86240075|NCT03182803|solid tumor|solid tumor
86241015|NCT05085431|Sjogren's Syndrome|sjogren's syndrome
86241016|NCT05085431|CD19 CAR T-cell therapy|cd19 car t-cell therapy
86241017|NCT05085431|BCMA CAR T-cell therapy|bcma car t-cell therapy
86241902|NCT04846439|CAR-T|car-t
86241903|NCT04846439|alloimmune|alloimmune
86241904|NCT04846439|platelet transfusion refractoriness|platelet transfusion refractoriness
86242003|NCT02659943|Gene Therapy|gene therapy
86242004|NCT02659943|Adoptive T Cell Therapy|adoptive t cell therapy
86242005|NCT02659943|Allogeneic Stem Cell Transplantation|allogeneic stem cell transplantation
86242006|NCT02659943|T-cell infusion|t-cell infusion
86242007|NCT02659943|Residual Malignancy|residual malignancy
86244175|NCT05131763|NKG2D-based CAR T-cells|nkg2d-based car t-cells
86244176|NCT05131763|solid tumors|solid tumors
86245480|NCT03090659|multiple myeloma|multiple myeloma
86245481|NCT03090659|BCMA|bcma
86245482|NCT03090659|CAR-T|car-t
86245744|NCT05302037|cancer|cancer
86245745|NCT05302037|malignancy|malignancy
86245746|NCT05302037|solid cancer|solid cancer
86245747|NCT05302037|solid tumours|solid tumours
86245748|NCT05302037|haematological cancer|haematological cancer
86245749|NCT05302037|haematological malignancy|haematological malignancy
86245750|NCT05302037|refractory cancer|refractory cancer
86245751|NCT05302037|relapsed cancer|relapsed cancer
86245752|NCT05302037|CAR-T|car-t
86245753|NCT05302037|cell therapy|cell therapy
86245754|NCT05302037|gamma delta|gamma delta
86249510|NCT02442297|CNS Tumors|cns tumors
86249511|NCT02442297|T cells Expressing HER2-specific Chimeric Antigen Receptors|t cells expressing her2-specific chimeric antigen receptors
86249512|NCT02442297|HER2-specific T cells|her2-specific t cells
86249513|NCT02442297|intracranial injection|intracranial injection
86251253|NCT05457010|Arcellx|arcellx
86251254|NCT05457010|ARC-T cells|arc-t cells
86251255|NCT05457010|SparX|sparx
86251256|NCT05457010|SPRX002|sprx002
86251257|NCT05457010|ACLX-002|aclx-002
86251263|NCT05454241|T-ALL/LBL|t-all/lbl
86251264|NCT05454241|AML|aml
86252114|NCT04499339|SLAMF7|slamf7
86252115|NCT04499339|Chimeric antigen receptor|chimeric antigen receptor
86252117|NCT04499339|CAR-T cell|car-t cell
86252118|NCT04499339|immunotherapy|immunotherapy
86252119|NCT04499339|virus-free gene transfer|virus-free gene transfer
86252775|NCT03549442|Multiple Myeloma|multiple myeloma
86252776|NCT03549442|BCMA CART|bcma cart
86252777|NCT03549442|huCART19|hucart19
86252859|NCT03288493|CAR-T cells|car-t cells
86253176|NCT01837602|refractory to at least one standard therapy|refractory to at least one standard therapy
86253177|NCT01837602|newly diagnosed|newly diagnosed
86253178|NCT01837602|with operable triple negative breast cancer|with operable triple negative breast cancer
86084358|NCT05429905|Relapsed/ Refractory|relapsed/ refractory
86087343|NCT02932956|GPC3|gpc3
86256515|NCT04981691|Mesothelin|mesothelin
86256516|NCT04981691|Refractory Solid Tumors|refractory solid tumors
86256517|NCT04981691|Chimeric Antigen Receptor T-Cell|chimeric antigen receptor t-cell
86256518|NCT04981691|Phase I clinical trial|phase i clinical trial
86260974|NCT04429451|chimeric antigen receptor|chimeric antigen receptor
86260975|NCT04429451|adoptive T cell transfer|adoptive t cell transfer
86260976|NCT04429451|PSMA|psma
86260977|NCT04429451|Prostate cancer|prostate cancer
86260978|NCT04429451|Tumor microenvironment|tumor microenvironment
86260979|NCT04429451|CAR|car
86261539|NCT05043571|T-ALL|t-all
86261540|NCT05043571|CAR-T cell therapy|car-t cell therapy
86261541|NCT05043571|CAR T-cell therapy|car t-cell therapy
86261880|NCT05030779|Systemic Lupus Erythematosus|systemic lupus erythematosus
86261881|NCT05030779|CD19 CAR T-cell therapy|cd19 car t-cell therapy
86261882|NCT05030779|BCMA CAR T-cell therapy|bcma car t-cell therapy
86262682|NCT05290155|chimeric antigen receptor T cell|chimeric antigen receptor t cell
86262683|NCT05290155|T lymphoblastic lymphoma/leukemia|t lymphoblastic lymphoma/leukemia
