id|nct_id|intervention_id|name
28753920|NCT04892277|56667337|MR
28753921|NCT04892277|56667337|MR Imaging
28753922|NCT04892277|56667337|MRI
28753923|NCT04892277|56667337|MRI Scan
28753924|NCT04892277|56667337|NMR Imaging
28753925|NCT04892277|56667337|NMRI
28753926|NCT04892277|56667337|Nuclear Magnetic Resonance Imaging
28753927|NCT04892277|56667338|Medical Imaging, Positron Emission Tomography
28753928|NCT04892277|56667338|PET
28753929|NCT04892277|56667338|PET Scan
28753930|NCT04892277|56667338|Positron emission tomography (procedure)
28753931|NCT04892277|56667338|Positron Emission Tomography Scan
28753932|NCT04892277|56667338|Positron-Emission Tomography
28753933|NCT04892277|56667338|proton magnetic resonance spectroscopic imaging
28753934|NCT04892277|56667338|PT
28754224|NCT05528887|56667704|Fludara
28754225|NCT05528887|56667705|Cytoxan
28443584|NCT02690545|56022784|CAR.CD30 T cells
28754732|NCT05472857|56669318|IMC002
28677518|NCT03758417|56506912|Ciltacabtagene autoleucel
28444409|NCT05577091|56023551|Autologous Tris-CAR-T cell.
28755771|NCT05421663|56671248|C-CAR039
28445630|NCT03186118|56026006|CD19+ Chimeric Antigen Receptor T-cells (CAR-T cells)
28523395|NCT02937103|56182236|CD123-targeted CAR-T cells
28523408|NCT02935153|56182315|CD22-targeted CAR-T cells
28446929|NCT05616468|56028032|FLUDARA
28446930|NCT05616468|56028033|Cytoxan
28758161|NCT02348216|56675581|Yescarta®
28524057|NCT05075603|56184731|NT-I7
28524058|NCT05075603|56184731|rhIL-7-hyFc
28524059|NCT05075603|56184732|Kymriah
28524060|NCT05075603|56184733|Yescarta
28524061|NCT05075603|56184734|Breyanzi
28448997|NCT05436223|56031225|CD19 CAR-T
28600626|NCT00889954|56353329|HER2-DNR EBV T cells
28600671|NCT02541370|56353466|genetically engineered lymphocyte therapy
28680161|NCT05665725|56512064|Biological Sample Collection
28680162|NCT05665725|56512064|Biospecimen Collected
28680163|NCT05665725|56512064|Specimen Collection
28680164|NCT05665725|56512065|CAT
28680165|NCT05665725|56512065|CAT Scan
28680166|NCT05665725|56512065|Computed Axial Tomography
28680167|NCT05665725|56512065|Computerized Axial Tomography
28680168|NCT05665725|56512065|Computerized Tomography
28680169|NCT05665725|56512065|CT
28680170|NCT05665725|56512065|CT Scan
28680171|NCT05665725|56512065|tomography
28680172|NCT05665725|56512066|Medical Imaging, Positron Emission Tomography
28680173|NCT05665725|56512066|PET
28680174|NCT05665725|56512066|PET Scan
28680175|NCT05665725|56512066|Positron Emission Tomography Scan
28680176|NCT05665725|56512066|Positron-Emission Tomography
28680177|NCT05665725|56512066|proton magnetic resonance spectroscopic imaging
28680178|NCT05665725|56512066|PT
28680179|NCT05665725|56512067|Anti-IL-6 Chimeric Monoclonal Antibody
28680180|NCT05665725|56512067|cCLB8
28680181|NCT05665725|56512067|CNTO 328
28524748|NCT03768310|56185393|CAR T Cells
28524749|NCT03768310|56185394|CAR T Cells
28680182|NCT05665725|56512067|CNTO-328
28680183|NCT05665725|56512067|Sylvant
28525238|NCT05022849|56186606|KLK2 CAR-T Cells
28451974|NCT05531708|56037474|Fludara
28451975|NCT05531708|56037475|Cytoxan
28451978|NCT05513612|56037509|Fludara
28451979|NCT05513612|56037510|Cytoxan
28525311|NCT04923893|56186664|JNJ-68284528
28761195|NCT04150913|56680978|Kineret®
28680400|NCT04657861|56512631|APRIL CAR-T cells injection
28602769|NCT05201781|56357917|JNJ-68284528
28602770|NCT05201781|56357917|LCAR-B38M CAR-T cells
28525737|NCT04181827|56187003|Cilta-cel
28525749|NCT04133636|56187026|Ciltacabtagene autoleucel (cilta-cel)
28761522|NCT01454596|56681472|Proleukin
28761523|NCT01454596|56681473|Fludara
28761524|NCT01454596|56681474|Cytoxan
28761579|NCT02215967|56681568|Cytoxan
28761580|NCT02215967|56681569|Fludara
28681285|NCT04083495|56513823|Bendeka
28681316|NCT03873805|56513871|Autologous Anti-PSCA(dCH2)BBz-CAR T-cells
28681317|NCT03873805|56513871|Autologous Anti-PSCA-CAR-4-1BB/TCRzeta-CD19t-expressing T-cells
28681318|NCT03873805|56513871|PSCA(dCH2)BBzeta-CAR T-cells
28681319|NCT03873805|56513872|(-)-Cyclophosphamide
28681320|NCT03873805|56513872|2H-1,3,2-Oxazaphosphorine, 2-[bis(2-chloroethyl)amino]tetrahydro-, 2-oxide, monohydrate
28681321|NCT03873805|56513872|Carloxan
28681322|NCT03873805|56513872|Ciclofosfamida
28681323|NCT03873805|56513872|Ciclofosfamide
28681324|NCT03873805|56513872|Cicloxal
28681325|NCT03873805|56513872|Clafen
28681326|NCT03873805|56513872|Claphene
28681327|NCT03873805|56513872|CP monohydrate
28681328|NCT03873805|56513872|CTX
28681329|NCT03873805|56513872|CYCLO-cell
28681330|NCT03873805|56513872|Cycloblastin
28681331|NCT03873805|56513872|Cycloblastine
28681332|NCT03873805|56513872|Cyclophospham
28681333|NCT03873805|56513872|Cyclophosphamid monohydrate
28681334|NCT03873805|56513872|Cyclophosphamide Monohydrate
28681335|NCT03873805|56513872|Cyclophosphamidum
28681336|NCT03873805|56513872|Cyclophosphan
28681337|NCT03873805|56513872|Cyclophosphane
28681338|NCT03873805|56513872|Cyclophosphanum
28681339|NCT03873805|56513872|Cyclostin
28681340|NCT03873805|56513872|Cyclostine
28681341|NCT03873805|56513872|Cytophosphan
28681342|NCT03873805|56513872|Cytophosphane
28681343|NCT03873805|56513872|Cytoxan
28681344|NCT03873805|56513872|Fosfaseron
28681345|NCT03873805|56513872|Genoxal
28681346|NCT03873805|56513872|Genuxal
28681347|NCT03873805|56513872|Ledoxina
28681348|NCT03873805|56513872|Mitoxan
28681349|NCT03873805|56513872|Neosar
28681350|NCT03873805|56513872|Revimmune
28681351|NCT03873805|56513872|Syklofosfamid
28681352|NCT03873805|56513872|WR- 138719
28681353|NCT03873805|56513873|Fluradosa
28681354|NCT03873805|56513874|2-F-ara-AMP
28681355|NCT03873805|56513874|9H-Purin-6-amine, 2-fluoro-9-(5-O-phosphono-.beta.-D-arabinofuranosyl)-
28681356|NCT03873805|56513874|Beneflur
28681357|NCT03873805|56513874|Fludara
28681358|NCT03873805|56513874|SH T 586
28682009|NCT05370547|56514267|HDACi
28682010|NCT05370547|56514268|FC regimen
28682011|NCT05370547|56514269|Relma-cel
28682012|NCT05370547|56514269|Axi-cel
28682013|NCT05370547|56514269|Other commercial CAR-T cells
28682014|NCT05370547|56514269|Experimental CAR-T cells
28454485|NCT04608487|56044537|Fludara
28454486|NCT04608487|56044538|Cytoxan
28454487|NCT04608487|56044538|Neosar
28454488|NCT04608487|56044539|Yescarta
28682264|NCT03579888|56514746|Autologous CD19-CD8-CD28-CD3zeta-CAR-mbIL15-EGFRt T Cells
28682265|NCT03579888|56514746|CD19-CD8CD28zCAR-specific-mbIL15-HER1t T-lymphocytes
28682266|NCT03579888|56514747|(-)-Cyclophosphamide
28682267|NCT03579888|56514747|2H-1,3,2-Oxazaphosphorine, 2-[bis(2-chloroethyl)amino]tetrahydro-, 2-oxide, monohydrate
28682268|NCT03579888|56514747|Carloxan
28682269|NCT03579888|56514747|Ciclofosfamida
28682270|NCT03579888|56514747|Ciclofosfamide
28682271|NCT03579888|56514747|Cicloxal
28682272|NCT03579888|56514747|Clafen
28682273|NCT03579888|56514747|Claphene
28682274|NCT03579888|56514747|CP monohydrate
28682275|NCT03579888|56514747|CTX
28682276|NCT03579888|56514747|CYCLO-cell
28682277|NCT03579888|56514747|Cycloblastin
28682278|NCT03579888|56514747|Cycloblastine
28682279|NCT03579888|56514747|Cyclophospham
28682280|NCT03579888|56514747|Cyclophosphamid monohydrate
28682281|NCT03579888|56514747|Cyclophosphamide Monohydrate
28682282|NCT03579888|56514747|Cyclophosphamidum
28682283|NCT03579888|56514747|Cyclophosphan
28682284|NCT03579888|56514747|Cyclophosphane
28682285|NCT03579888|56514747|Cyclophosphanum
28682286|NCT03579888|56514747|Cyclostin
28682287|NCT03579888|56514747|Cyclostine
28682288|NCT03579888|56514747|Cytophosphan
28682289|NCT03579888|56514747|Cytophosphane
28682290|NCT03579888|56514747|Cytoxan
28682291|NCT03579888|56514747|Fosfaseron
28682292|NCT03579888|56514747|Genoxal
28682293|NCT03579888|56514747|Genuxal
28682294|NCT03579888|56514747|Ledoxina
28682295|NCT03579888|56514747|Mitoxan
28682296|NCT03579888|56514747|Neosar
28682297|NCT03579888|56514747|Revimmune
28682298|NCT03579888|56514747|Syklofosfamid
28682299|NCT03579888|56514747|WR- 138719
28682300|NCT03579888|56514748|Fluradosa
28682775|NCT03181126|56515860|ABT-263
28527783|NCT04655677|56189276|EXP039
28682776|NCT03181126|56515862|ABT-199 GDC-0199
28456521|NCT04406610|56047631|CAR-T for glioma
28683760|NCT04881240|56518143|Cytoxan
28683761|NCT04881240|56518144|Fludara
28683762|NCT04881240|56518145|Mesnex
28456802|NCT03696030|56048530|CAR T Infusion
28456803|NCT03696030|56048530|CAR T Therapy
28456804|NCT03696030|56048530|CAR T-cell therapy
28456805|NCT03696030|56048530|Chimeric Antigen Receptor T-cell Infusion
28767705|NCT03103971|56690627|Anti-CD19-CAR Genetically Engineered Autologous T Lymphocytes huJCAR014
28767706|NCT03103971|56690627|Anti-CD19-CAR Genetically Engineered Autologous T-lymphocytes huJCAR014
28767707|NCT03103971|56690627|Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing CD4+/CD8+ T-lymphocytes
28767708|NCT03103971|56690627|huJCAR014
28767709|NCT03103971|56690628|(-)-Cyclophosphamide
28767710|NCT03103971|56690628|2H-1,3,2-Oxazaphosphorine, 2-[bis(2-chloroethyl)amino]tetrahydro-, 2-oxide, monohydrate
28767711|NCT03103971|56690628|Carloxan
28767712|NCT03103971|56690628|Ciclofosfamida
28767713|NCT03103971|56690628|Ciclofosfamide
28767714|NCT03103971|56690628|Cicloxal
28767715|NCT03103971|56690628|Clafen
28767716|NCT03103971|56690628|Claphene
28767717|NCT03103971|56690628|CP monohydrate
28767718|NCT03103971|56690628|CTX
28767719|NCT03103971|56690628|CYCLO-cell
28767720|NCT03103971|56690628|Cycloblastin
28767721|NCT03103971|56690628|Cycloblastine
28683821|NCT04512716|56518235|Iomab-B
28767722|NCT03103971|56690628|Cyclophospham
28767723|NCT03103971|56690628|Cyclophosphamid monohydrate
28767724|NCT03103971|56690628|Cyclophosphamidum
28767725|NCT03103971|56690628|Cyclophosphan
28767726|NCT03103971|56690628|Cyclophosphane
28767727|NCT03103971|56690628|Cyclophosphanum
28767728|NCT03103971|56690628|Cyclostin
28767729|NCT03103971|56690628|Cyclostine
28767730|NCT03103971|56690628|Cytophosphan
28767731|NCT03103971|56690628|Cytophosphane
28767732|NCT03103971|56690628|Cytoxan
28767733|NCT03103971|56690628|Fosfaseron
28767734|NCT03103971|56690628|Genoxal
28767735|NCT03103971|56690628|Genuxal
28767736|NCT03103971|56690628|Ledoxina
28767737|NCT03103971|56690628|Mitoxan
28767738|NCT03103971|56690628|Neosar
28767739|NCT03103971|56690628|Revimmune
28767740|NCT03103971|56690628|Syklofosfamid
28767741|NCT03103971|56690628|WR- 138719
28767742|NCT03103971|56690629|Fluradosa
28767743|NCT03103971|56690631|Leukocytopheresis
28767744|NCT03103971|56690631|Therapeutic Leukopheresis
28528784|NCT04661020|56193076|CD19 CAR-T cells injection
28528900|NCT04626739|56193504|Senl_19
28528901|NCT04626739|56193505|Senl_22
28528902|NCT04626739|56193506|Senl_19+22
28528903|NCT04626739|56193507|flu
28528904|NCT04626739|56193508|ctx
28529206|NCT04213469|56194808|PD1-CD19-CART
28459923|NCT05256641|56053405|ACP-196
28459924|NCT05256641|56053405|Bruton Tyrosine Kinase Inhibitor ACP-196
28459925|NCT05256641|56053405|Calquence
28460009|NCT04661384|56053544|Autologous IL13(EQ)BBzeta/CD19t+ TCM-enriched T Cells
28529876|NCT04541368|56197064|CS1 Targeted CAR T-cells injection
28606809|NCT03573700|56364270|Cytoxan
28606810|NCT03573700|56364271|Fludara
28606811|NCT03573700|56364272|Mesnex
28530396|NCT04532281|56198198|Murine CD19 CAR-T cells injection
28530397|NCT04532203|56198201|CAR-T cells injection
28461650|NCT04650451|56057026|CAR-T
28461651|NCT04650451|56057026|BPX-603
28461652|NCT04650451|56057026|autologous CAR-T
28461683|NCT04526834|56057048|CD30-directed genetically modified autologous T cells
28607640|NCT04119024|56366070|(-)-Cyclophosphamide
28607641|NCT04119024|56366070|2H-1,3,2-Oxazaphosphorine, 2-[bis(2-chloroethyl)amino]tetrahydro-, 2-oxide, monohydrate
28607642|NCT04119024|56366070|Carloxan
28607643|NCT04119024|56366070|Ciclofosfamida
28607644|NCT04119024|56366070|Ciclofosfamide
28607645|NCT04119024|56366070|Cicloxal
28607646|NCT04119024|56366070|Clafen
28607647|NCT04119024|56366070|Claphene
28607648|NCT04119024|56366070|CP monohydrate
28607649|NCT04119024|56366070|CTX
28607650|NCT04119024|56366070|CYCLO-cell
28607651|NCT04119024|56366070|Cycloblastin
28607652|NCT04119024|56366070|Cycloblastine
28607653|NCT04119024|56366070|Cyclophospham
28607654|NCT04119024|56366070|Cyclophosphamid monohydrate
28607655|NCT04119024|56366070|Cyclophosphamide Monohydrate
28607656|NCT04119024|56366070|Cyclophosphamidum
28607657|NCT04119024|56366070|Cyclophosphan
28607658|NCT04119024|56366070|Cyclophosphane
28607659|NCT04119024|56366070|Cyclophosphanum
28607660|NCT04119024|56366070|Cyclostin
28607661|NCT04119024|56366070|Cyclostine
28607662|NCT04119024|56366070|Cytophosphan
28607663|NCT04119024|56366070|Cytophosphane
28607664|NCT04119024|56366070|Cytoxan
28607665|NCT04119024|56366070|Fosfaseron
28607666|NCT04119024|56366070|Genoxal
28607667|NCT04119024|56366070|Genuxal
28607668|NCT04119024|56366070|Ledoxina
28607669|NCT04119024|56366070|Mitoxan
28607670|NCT04119024|56366070|Neosar
28607671|NCT04119024|56366070|Revimmune
28607672|NCT04119024|56366070|Syklofosfamid
28607673|NCT04119024|56366070|WR- 138719
28607674|NCT04119024|56366071|2-F-ara-AMP
28607675|NCT04119024|56366071|9H-Purin-6-amine, 2-fluoro-9-(5-O-phosphono-.beta.-D-arabinofuranosyl)-
28607676|NCT04119024|56366071|Beneflur
28607677|NCT04119024|56366071|Fludara
28607678|NCT04119024|56366071|SH T 586
28607679|NCT04119024|56366072|IL13 [EQ]BBzeta/truncated CD19[t]+ Naive and Memory T Cells
28607680|NCT04119024|56366072|IL13 [EQ]BBzeta/truncated CD19[t]+ TN/MEM Cells
28607681|NCT04119024|56366072|IL13Ra2-specific-hinge-optimized-4-1BB-CAR/truncated CD19-expressing Autologous TN/MEM Lymphocytes
28607682|NCT04119024|56366073|IL-2
28607683|NCT04119024|56366073|Interleukin II
28607684|NCT04119024|56366073|interleukin-2
28607685|NCT04119024|56366073|Lymphocyte Mitogenic Factor
28607686|NCT04119024|56366073|Mitogenic Factor
28607687|NCT04119024|56366073|Ro-236019
28607688|NCT04119024|56366073|T-Cell Growth Factor
28607689|NCT04119024|56366073|TCGF
28607690|NCT04119024|56366073|Thymocyte Stimulating Factor
28607691|NCT04119024|56366073|TSF
28461801|NCT04257578|56057124|1420477-60-6
28461802|NCT04257578|56057124|ACP-196
28461803|NCT04257578|56057124|Bruton Tyrosine Kinase Inhibitor ACP-196
28461804|NCT04257578|56057125|KTE C19
28461805|NCT04257578|56057125|KTE-C19
28461806|NCT04257578|56057125|KTE-C19 CAR
28461807|NCT04257578|56057125|Yescarta
28688347|NCT03525782|56528517|Keytruda
28688514|NCT04173988|56528930|allogeneic CAR-T19
28688515|NCT04173988|56528931|no other intervention names
28688516|NCT04173988|56528932|no other intervention names
28463850|NCT05464719|56059979|Lonca
28609335|NCT05590221|56369984|JWCAR029
28464532|NCT04432506|56060589|Kinaret
28464533|NCT04432506|56060589|Kineret
28464534|NCT04432506|56060589|rIL-1ra
28464535|NCT04432506|56060589|rIL1RN
28464536|NCT04432506|56060590|KTE C19
28464537|NCT04432506|56060590|KTE-C19
28464538|NCT04432506|56060590|KTE-C19 CAR
28464539|NCT04432506|56060590|Yescarta
28464540|NCT04432506|56060591|(-)-Cyclophosphamide
28464541|NCT04432506|56060591|2H-1,3,2-Oxazaphosphorine, 2-[bis(2-chloroethyl)amino]tetrahydro-, 2-oxide, monohydrate
28464542|NCT04432506|56060591|Carloxan
28464543|NCT04432506|56060591|Ciclofosfamida
28464544|NCT04432506|56060591|Ciclofosfamide
28464545|NCT04432506|56060591|Cicloxal
28464546|NCT04432506|56060591|Clafen
28464547|NCT04432506|56060591|Claphene
28464548|NCT04432506|56060591|CP monohydrate
28464549|NCT04432506|56060591|CTX
28464550|NCT04432506|56060591|CYCLO-cell
28464551|NCT04432506|56060591|Cycloblastin
28464552|NCT04432506|56060591|Cycloblastine
28464553|NCT04432506|56060591|Cyclophospham
28464554|NCT04432506|56060591|Cyclophosphamid monohydrate
28464555|NCT04432506|56060591|Cyclophosphamide Monohydrate
28464556|NCT04432506|56060591|Cyclophosphamidum
28464557|NCT04432506|56060591|Cyclophosphan
28464558|NCT04432506|56060591|Cyclophosphane
28464559|NCT04432506|56060591|Cyclophosphanum
28464560|NCT04432506|56060591|Cyclostin
28464561|NCT04432506|56060591|Cyclostine
28464562|NCT04432506|56060591|Cytophosphan
28464563|NCT04432506|56060591|Cytophosphane
28464564|NCT04432506|56060591|Cytoxan
28464565|NCT04432506|56060591|Fosfaseron
28464566|NCT04432506|56060591|Genoxal
28464567|NCT04432506|56060591|Genuxal
28464568|NCT04432506|56060591|Ledoxina
28464569|NCT04432506|56060591|Mitoxan
28464570|NCT04432506|56060591|Neosar
28464571|NCT04432506|56060591|Revimmune
28464572|NCT04432506|56060591|Syklofosfamid
28464573|NCT04432506|56060591|WR- 138719
28464574|NCT04432506|56060592|Fluradosa
28531981|NCT04715217|56204116|Fluorine dara marina injection
28531982|NCT04715217|56204116|Cyclophosphamide injection
28532075|NCT04714827|56204563|Fluorine dara marina injection
28532076|NCT04714827|56204563|Cyclophosphamide injection
28532173|NCT04714593|56204976|Fluorine dara marina injection
28532174|NCT04714593|56204976|Cyclophosphamide injection
28610066|NCT05312801|56371502|LMY-920
28464910|NCT04071366|56060781|INCB039110
28464911|NCT04071366|56060782|CAR-T cell therapy
28464912|NCT04071366|56060784|axicabtagene ciloleucel KTE-C19
28532775|NCT04702841|56207604|CAR-γδT cell infusion
28533057|NCT04700319|56208648|Targeting CD19、CD20 autologous chimeric antigen receptor T cells#
28610944|NCT02664363|56373135|EGFRvIII CARs
28610945|NCT02664363|56373135|CAR-specific T cells
28610946|NCT02664363|56373135|CAR T cells
28610947|NCT02664363|56373135|CARs
28610948|NCT02664363|56373135|111Indium Labeled EGFRvIII CARs
28610949|NCT02664363|56373135|111In-Labeled EGFRvIII CARs
28610950|NCT02664363|56373135|CAR gene-modified T cells
28610951|NCT02664363|56373135|111In-labeled CARs
28611183|NCT03958656|56373522|Cytoxan
28611184|NCT03958656|56373523|Fludara
28611185|NCT03958656|56373524|AP1903
28689517|NCT02932956|56531028|GPC3-CAR T cells
28689518|NCT02932956|56531029|Cyclophosphamide
28689519|NCT02932956|56531030|Fludarabine
28689627|NCT02290951|56531096|REGN1979
28689628|NCT02290951|56531097|REGN1979
28534127|NCT02954445|56212284|BCMA-targeted CAR-T cells
28534726|NCT05149391|56213849|C-CAR039
28534779|NCT04692948|56213972|TAA6 cell injection
28615483|NCT04045847|56382221|anti-CD147 chimeric antigen receptor T cells
28535722|NCT05594797|56216984|BCMA CAR-T
28535730|NCT02933775|56217010|CD19 Redirected Autologous Cells
28691627|NCT02194374|56536238|Fludarabine Phosphate
28691628|NCT02194374|56536238|Fludara
28691629|NCT02194374|56536239|Cytoxan
28691630|NCT02194374|56536239|Neosar
28691631|NCT02194374|56536240|Rituxan
28691632|NCT02194374|56536241|Bendamustine Hydrochloride
28691633|NCT02194374|56536241|Bendamustine HCL
28691634|NCT02194374|56536241|CEP-18083
28691635|NCT02194374|56536241|SDX-105
28691636|NCT02194374|56536241|Treanda
28691874|NCT03672253|56537142|CAR-T Re-treatment for r/r MM targeting BCMA
28691878|NCT02905188|56537158|GPC3-CAR T cells
28691879|NCT02905188|56537159|Cyclophosphamide
28536273|NCT05562024|56218571|TAA06 Injection
28692017|NCT04952272|56537310|Interventional therapy technique including microwave ablation or drug-eluting beads
28617427|NCT05225831|56386354|SL19+22 CAR-T
28538188|NCT05664217|56221971|Polymer-conjugated interleukin (IL)-15 Receptor Agonist
28538189|NCT05664217|56221972|Polymer-conjugated interleukin (IL)-15 Receptor Agonist
28538190|NCT05664217|56221973|Polymer-conjugated interleukin (IL)-15 Receptor Agonist
28617712|NCT05393986|56387357|CT048 Autologous CAR T-cell Injection
28467248|NCT05322330|56063037|XPO-1 Inhibitor
28467249|NCT05322330|56063038|Fludarabine
28467250|NCT05322330|56063039|Cyclophosphamide
28467251|NCT05322330|56063040|Chimeric antigen receptor-modified T (CAR-T) cell therapy
28617999|NCT05458297|56387911|MK-2140
28618000|NCT05458297|56387912|MK-1026
28618006|NCT05353530|56387942|8R-70CAR T cells
28618050|NCT05081479|56388043|N-AC
28618097|NCT04778579|56388111|CART19
28618098|NCT04778579|56388111|PEI 19-187
28693885|NCT04732845|56540244|Fludara
28693886|NCT04732845|56540245|Cytoxan
28693887|NCT04732845|56540245|Endoxan
28693888|NCT04732845|56540245|Neosar
28693889|NCT04732845|56540245|Procytox
28693890|NCT04732845|56540245|Revimmune
28693891|NCT04732845|56540245|Cycloblastin
28618342|NCT04404660|56388236|Obecabtagene autoleucel (obe-cel)
28694401|NCT03434769|56540563|Cytoxan
28694402|NCT03434769|56540563|Endoxan
28694403|NCT03434769|56540563|Neosar
28694404|NCT03434769|56540563|Procytox
28694405|NCT03434769|56540563|Revimmune
28694406|NCT03434769|56540563|Cycloblastin
28694407|NCT03434769|56540564|Fludara
28539585|NCT04530565|56222643|Biological Sample Collection
28539586|NCT04530565|56222643|Biospecimen Collected
28539587|NCT04530565|56222643|Specimen Collection
28539588|NCT04530565|56222644|Anti-CD19 x Anti-CD3 Bispecific Monoclonal Antibody
28539589|NCT04530565|56222644|Anti-CD19/Anti-CD3 Recombinant Bispecific Monoclonal Antibody MT103
28539590|NCT04530565|56222644|Blincyto
28539591|NCT04530565|56222644|MEDI-538
28539592|NCT04530565|56222644|MT-103
28539593|NCT04530565|56222646|(-)-Cyclophosphamide
28539594|NCT04530565|56222646|2H-1,3,2-Oxazaphosphorine, 2-[bis(2-chloroethyl)amino]tetrahydro-, 2-oxide, monohydrate
28539595|NCT04530565|56222646|Carloxan
28539596|NCT04530565|56222646|Ciclofosfamida
28539597|NCT04530565|56222646|Ciclofosfamide
28539598|NCT04530565|56222646|Cicloxal
28539599|NCT04530565|56222646|Clafen
28539600|NCT04530565|56222646|Claphene
28539601|NCT04530565|56222646|CP monohydrate
28539602|NCT04530565|56222646|CTX
28539603|NCT04530565|56222646|CYCLO-cell
28539604|NCT04530565|56222646|Cycloblastin
28539605|NCT04530565|56222646|Cycloblastine
28539606|NCT04530565|56222646|Cyclophospham
28539607|NCT04530565|56222646|Cyclophosphamid monohydrate
28539608|NCT04530565|56222646|Cyclophosphamide Monohydrate
28539609|NCT04530565|56222646|Cyclophosphamidum
28539610|NCT04530565|56222646|Cyclophosphan
28539611|NCT04530565|56222646|Cyclophosphane
28539612|NCT04530565|56222646|Cyclophosphanum
28539613|NCT04530565|56222646|Cyclostin
28539614|NCT04530565|56222646|Cyclostine
28539615|NCT04530565|56222646|Cytophosphan
28539616|NCT04530565|56222646|Cytophosphane
28539617|NCT04530565|56222646|Cytoxan
28539618|NCT04530565|56222646|Fosfaseron
28539619|NCT04530565|56222646|Genoxal
28539620|NCT04530565|56222646|Genuxal
28539621|NCT04530565|56222646|Ledoxina
28539622|NCT04530565|56222646|Mitoxan
28539623|NCT04530565|56222646|Neosar
28539624|NCT04530565|56222646|Revimmune
28539625|NCT04530565|56222646|Syklofosfamid
28539626|NCT04530565|56222646|WR- 138719
28539627|NCT04530565|56222647|.beta.-Cytosine arabinoside
28539628|NCT04530565|56222647|1-.beta.-D-Arabinofuranosyl-4-amino-2(1H)pyrimidinone
28539629|NCT04530565|56222647|1-.beta.-D-Arabinofuranosylcytosine
28539630|NCT04530565|56222647|1-Beta-D-arabinofuranosyl-4-amino-2(1H)pyrimidinone
