id|nct_id|facility_id|role|name
19352617|NCT05108805|212946569|Principal Investigator|Olalekan Oluwole, MD
19352832|NCT04007029|212957632|Principal Investigator|Sarah Larson, M.D.
19479109|NCT04422912|214827077|Principal Investigator|M. Peter Marinkovich, MD
19479110|NCT04422912|214827078|Principal Investigator|Mehrdad Abedi, MD
19479111|NCT04422912|214827079|Principal Investigator|Alan Zhou, MD
19479112|NCT04422912|214827080|Principal Investigator|Janet Fairley, MD
19479113|NCT04422912|214827081|Principal Investigator|Keren Osman, MD
19479114|NCT04422912|214827082|Principal Investigator|Donna A Culton, MD, PhD
19479115|NCT04422912|214827083|Principal Investigator|David Porter, MD
19479116|NCT04422912|214827084|Principal Investigator|Arturo Dominguez, MD
19479117|NCT04422912|214827085|Principal Investigator|Omar Pacha, MD
19479118|NCT04422912|214827086|Principal Investigator|Michi Shinohara, MD
19479469|NCT03277729|214829462|Principal Investigator|Mazyar Shadman
19479886|NCT03910842|214839185|Principal Investigator|Xiangling He
19481095|NCT04155749|214843706|Principal Investigator|Matthew Frigault, MD
19481096|NCT04155749|214843707|Principal Investigator|Jacalyn Rosenblatt, MD
19481097|NCT04155749|214843708|Principal Investigator|Binod Dhakal, MD
19481971|NCT05666700|214851791|Principal Investigator|Simon Harrison
19482091|NCT03631576|214853396|Principal Investigator|Jianda Hu, Prof.
19391126|NCT03882840|213405271|Sub-Investigator|Peng Li, PhD
19391712|NCT05212584|213411147|Principal Investigator|Peihua Lu, MD
19392197|NCT05576220|213429919|Principal Investigator|Michelle Hudspeth, MD
19392695|NCT05052528|213435119|Principal Investigator|Mehrdad Abedi
19483550|NCT05318963|214875308|Principal Investigator|Kai Hu
19483551|NCT05318963|214875309|Principal Investigator|Lugui Qiu, MD
19483970|NCT03932565|214882616|Principal Investigator|Bingmu Fang, M.D
19483971|NCT03932565|214882617|Principal Investigator|Jimin Gao, M.D., Ph.D.
19393293|NCT05418088|213445108|Principal Investigator|Sumithira Vasu, MD
19483972|NCT03932565|214882617|Sub-Investigator|Ai Zhao, M.D., Ph.D.
19484368|NCT03907527|214890255|Principal Investigator|John Liao
19484520|NCT03563326|214892771|Principal Investigator|Jian-Kun Hu
19485557|NCT04442022|214902205|Principal Investigator|Sujith Kalmadi, MD
19485558|NCT04442022|214902206|Principal Investigator|Sudhir Manda, MD
19485559|NCT04442022|214902207|Principal Investigator|Amitabha Mazumder, MD
19485560|NCT04442022|214902209|Principal Investigator|Don Stevens, MD
19485561|NCT04442022|214902211|Principal Investigator|Seung Tae Lee, MD
19485562|NCT04442022|214902214|Principal Investigator|Thomas Jandl, MD
19485563|NCT04442022|214902218|Principal Investigator|Moshe Yair Levy, MD
19485564|NCT04442022|214902221|Principal Investigator|Habte Yimer, MD
19485565|NCT04442022|214902222|Principal Investigator|Marc Usrey, MD
19485566|NCT04442022|214902227|Principal Investigator|Xu Wei
19485567|NCT04442022|214902228|Principal Investigator|Wu Depei
19485568|NCT04442022|214902229|Principal Investigator|Zhao Weili
19485569|NCT04442022|214902230|Principal Investigator|Liu Peng
19485570|NCT04442022|214902231|Principal Investigator|Zou Liqun
19485571|NCT04442022|214902232|Principal Investigator|Jin Jie
19485572|NCT04442022|214902233|Principal Investigator|Merav Leiba, MD
19485573|NCT04442022|214902234|Principal Investigator|Itai Levi, MD
19485574|NCT04442022|214902238|Principal Investigator|Ronit Gurion, MD
19485575|NCT04442022|214902239|Principal Investigator|Ofer Shpilberg, MD
19485576|NCT04442022|214902241|Principal Investigator|Antonio Pinto, MD
19485577|NCT04442022|214902242|Principal Investigator|Caterina Patti, MD
19485578|NCT04442022|214902243|Principal Investigator|Federica Cavallo, MD
19485579|NCT04442022|214902244|Principal Investigator|Guido Gini, MD
19485580|NCT04442022|214902245|Principal Investigator|Pier Luigi Zinzani, MD
19485581|NCT04442022|214902246|Principal Investigator|Ferdinando Frigeri, MD
19485582|NCT04442022|214902247|Principal Investigator|Gianluca Gaidano, MD
19485583|NCT04442022|214902248|Principal Investigator|Elsa Pennese, MD
19485584|NCT04442022|214902249|Principal Investigator|Stefan Hohaus, MD
19485585|NCT04442022|214902250|Principal Investigator|Wojciech Jurczak, MD
19485586|NCT04442022|214902251|Principal Investigator|Wanda Knopinska-Posluszny, MD
19485587|NCT04442022|214902252|Principal Investigator|Tomasz Wrobel
19485588|NCT04442022|214902253|Principal Investigator|Maciej Kazmierczak, MD
19485589|NCT04442022|214902254|Principal Investigator|Ewa Lech-Maranda, MD
19485590|NCT04442022|214902255|Principal Investigator|Jan Walewski, MD
19485591|NCT04442022|214902256|Principal Investigator|Sebastian Grosicki
19485592|NCT04442022|214902257|Principal Investigator|Juan Manuel Sancho, MD
19485593|NCT04442022|214902258|Principal Investigator|Pau Abrisqueta, MD
19485594|NCT04442022|214902259|Principal Investigator|Anna Sureda, MD
19485595|NCT04442022|214902260|Principal Investigator|Miguel Canales, MD
19485596|NCT04442022|214902261|Principal Investigator|Fatima De la Cruz, MD
19438044|NCT05625594|214097028|Principal Investigator|Tanya Siddiqi
19355847|NCT05060796|212988341|Principal Investigator|Zhenfeng Zhang, MD, PHD
19488899|NCT04897321|214946231|Principal Investigator|Chris DeRenzo, MD
19489032|NCT04196413|214947703|Principal Investigator|Michelle Monje, MD, PHD
19489033|NCT04196413|214947703|Sub-Investigator|Liora Schultz, MD
19489034|NCT04196413|214947703|Sub-Investigator|Kara Davis, D.O.
19489035|NCT04196413|214947703|Sub-Investigator|Robbie Majzner, MD
19489036|NCT04196413|214947703|Sub-Investigator|Crystal Mackall, MD
19489037|NCT04196413|214947703|Sub-Investigator|Laura Prolo, M.D
19489038|NCT04196413|214947703|Sub-Investigator|Sneha Ramakrishna, MD
19489039|NCT04196413|214947703|Sub-Investigator|Cynthia Campen, MD
19489040|NCT04196413|214947703|Sub-Investigator|Sonia Partap, MD
19489041|NCT04196413|214947703|Sub-Investigator|Paul Fisher, MD
19489042|NCT04196413|214947703|Sub-Investigator|Lindsey Rasmussen, MD
19489043|NCT04196413|214947703|Sub-Investigator|Timothy Cornell, MD
19489044|NCT04196413|214947703|Sub-Investigator|Susan Hiniker, MD
19489045|NCT04196413|214947703|Sub-Investigator|Kristen Yeom, MD
19489046|NCT04196413|214947703|Sub-Investigator|Jasia Mahdi, MD
19489047|NCT04196413|214947703|Sub-Investigator|Brian Scott, MD
19397026|NCT05568680|213482301|Principal Investigator|Janos Tanyi, MD, PhD
19521567|NCT02981628|215305159|Principal Investigator|Matthew A. Kutny
19521568|NCT02981628|215305160|Principal Investigator|Brenda J. Wittman
19521569|NCT02981628|215305161|Principal Investigator|Joseph C. Torkildson
19521570|NCT02981628|215305162|Principal Investigator|Dana B. Salzberg
19521571|NCT02981628|215305164|Principal Investigator|David L. Becton
19521572|NCT02981628|215305165|Principal Investigator|Robert M. Cooper
19521573|NCT02981628|215305167|Principal Investigator|Albert Kheradpour
19521574|NCT02981628|215305168|Principal Investigator|Leo Mascarenhas
19521575|NCT02981628|215305169|Principal Investigator|Fataneh (Fae) Majlessipour
19521576|NCT02981628|215305171|Principal Investigator|Carla B. Golden
19521577|NCT02981628|215305172|Principal Investigator|Aarati V. Rao
19521578|NCT02981628|215305173|Principal Investigator|Elyssa M. Rubin
19521579|NCT02981628|215305174|Principal Investigator|Jay Michael S. Balagtas
19521580|NCT02981628|215305175|Principal Investigator|Yung S. Yim
19521581|NCT02981628|215305176|Principal Investigator|Marcio H. Malogolowkin
19521582|NCT02981628|215305177|Principal Investigator|William D. Roberts
19521583|NCT02981628|215305178|Principal Investigator|Elliot Stieglitz
19521584|NCT02981628|215305180|Principal Investigator|Kelly W. Maloney
19521585|NCT02981628|215305181|Principal Investigator|Jennifer J. Clark
19521586|NCT02981628|215305182|Principal Investigator|Michael S. Isakoff
19521587|NCT02981628|215305184|Principal Investigator|Emi H. Caywood
19521588|NCT02981628|215305185|Principal Investigator|Jeffrey S. Dome
19521589|NCT02981628|215305186|Principal Investigator|Emad K. Salman
19521590|NCT02981628|215305187|Principal Investigator|William B. Slayton
19521591|NCT02981628|215305188|Principal Investigator|Iftikhar Hanif
19521592|NCT02981628|215305189|Principal Investigator|Emi H. Caywood
19521593|NCT02981628|215305190|Principal Investigator|Ziad A. Khatib
19521594|NCT02981628|215305191|Principal Investigator|Fouad M. Hajjar
19521595|NCT02981628|215305192|Principal Investigator|Emi H. Caywood
19521596|NCT02981628|215305194|Principal Investigator|Don E. Eslin
19521597|NCT02981628|215305195|Principal Investigator|Muaz A. Alrazzak
19521598|NCT02981628|215305196|Principal Investigator|Melinda G. Pauly
19521599|NCT02981628|215305197|Principal Investigator|Andrew L. Pendleton
19521600|NCT02981628|215305198|Principal Investigator|Wade T. Kyono
19521601|NCT02981628|215305199|Principal Investigator|Martha M. Pacheco
19521602|NCT02981628|215305200|Principal Investigator|Joanna L. Weinstein
19521603|NCT02981628|215305202|Principal Investigator|Eugene Suh
19521604|NCT02981628|215305203|Principal Investigator|Prerna Kumar
19521605|NCT02981628|215305204|Principal Investigator|Gregory P. Brandt
19521606|NCT02981628|215305205|Principal Investigator|Sandeep Batra
19521607|NCT02981628|215305207|Principal Investigator|Samantha L. Mallory
19521608|NCT02981628|215305208|Principal Investigator|David S. Dickens
19521609|NCT02981628|215305209|Principal Investigator|James T. Badgett
19521610|NCT02981628|215305210|Principal Investigator|Ashok B. Raj
19521611|NCT02981628|215305211|Principal Investigator|Lolie C. Yu
19521612|NCT02981628|215305212|Principal Investigator|Craig Lotterman
19521613|NCT02981628|215305213|Principal Investigator|Nadine P. SantaCruz
19521614|NCT02981628|215305214|Principal Investigator|Eric C. Larsen
19521615|NCT02981628|215305215|Principal Investigator|Jason M. Fixler
19521616|NCT02981628|215305216|Principal Investigator|Kenneth J. Cohen
19521617|NCT02981628|215305217|Principal Investigator|Nirali N. Shah
19521618|NCT02981628|215305219|Principal Investigator|Melissa A. Burns
19521619|NCT02981628|215305220|Principal Investigator|Stefanie R. Lowas
19521620|NCT02981628|215305221|Principal Investigator|Emily B. Walling
19521621|NCT02981628|215305222|Principal Investigator|Laura E. Agresta
19521622|NCT02981628|215305223|Principal Investigator|Kathleen J. Yost
19521623|NCT02981628|215305224|Principal Investigator|Laura K. Gowans
19521624|NCT02981628|215305225|Principal Investigator|Michael K. Richards
19521625|NCT02981628|215305226|Principal Investigator|Peter M. Gordon
19521626|NCT02981628|215305227|Principal Investigator|Asmaa Ferdjallah
19521627|NCT02981628|215305228|Principal Investigator|Betty L. Herrington
19521628|NCT02981628|215305229|Principal Investigator|Barbara A. Gruner
19521629|NCT02981628|215305230|Principal Investigator|Kevin F. Ginn
19521630|NCT02981628|215305231|Principal Investigator|William S. Ferguson
19521631|NCT02981628|215305232|Principal Investigator|Robert J. Hayashi
19521632|NCT02981628|215305233|Principal Investigator|Robin D. Hanson
19521633|NCT02981628|215305234|Principal Investigator|Jill C. Beck
19521634|NCT02981628|215305235|Principal Investigator|Don W. Coulter
19521635|NCT02981628|215305236|Principal Investigator|Alan K. Ikeda
19521636|NCT02981628|215305237|Principal Investigator|Alan K. Ikeda
19521637|NCT02981628|215305238|Principal Investigator|Alan K. Ikeda
19521638|NCT02981628|215305239|Principal Investigator|Alan K. Ikeda
19521639|NCT02981628|215305240|Principal Investigator|Angela Ricci
19521640|NCT02981628|215305242|Principal Investigator|Kathryn L. Laurie
19521641|NCT02981628|215305243|Principal Investigator|Nibal A. Zaghloul
19521642|NCT02981628|215305244|Principal Investigator|Archana Sharma
19521643|NCT02981628|215305245|Principal Investigator|Teena Bhatla
19521644|NCT02981628|215305246|Principal Investigator|Alissa Kahn
19521645|NCT02981628|215305247|Principal Investigator|Lauren R. Weintraub
19521646|NCT02981628|215305248|Principal Investigator|Mahmut Y. Celiker
19521647|NCT02981628|215305249|Principal Investigator|Clare J. Twist
19521648|NCT02981628|215305250|Principal Investigator|Chana L. Glasser
19521649|NCT02981628|215305251|Principal Investigator|Julie I. Krystal
19521650|NCT02981628|215305252|Principal Investigator|Elizabeth A. Raetz
19521651|NCT02981628|215305253|Principal Investigator|Pallavi M. Pillai
19521652|NCT02981628|215305254|Principal Investigator|Kavitha Ramaswamy
19521653|NCT02981628|215305255|Principal Investigator|Craig A. Mullen
19521654|NCT02981628|215305256|Principal Investigator|Laura E. Hogan
19521655|NCT02981628|215305257|Principal Investigator|Philip M. Monteleone
19521656|NCT02981628|215305259|Principal Investigator|Douglas J. Scothorn
19521657|NCT02981628|215305261|Principal Investigator|Lars M. Wagner
19521658|NCT02981628|215305262|Principal Investigator|Andrea R. Whitfield
19521659|NCT02981628|215305263|Principal Investigator|Thomas W. McLean
19521660|NCT02981628|215305264|Principal Investigator|Samuel J. Milanovich
19521661|NCT02981628|215305265|Principal Investigator|Erin Wright
19521662|NCT02981628|215305266|Principal Investigator|Maureen M. O'Brien
19521663|NCT02981628|215305267|Principal Investigator|Rabi Hanna
19521664|NCT02981628|215305268|Principal Investigator|Mark A. Ranalli
19521665|NCT02981628|215305269|Principal Investigator|Mukund G. Dole
19521666|NCT02981628|215305270|Principal Investigator|Jamie L. Dargart
19521667|NCT02981628|215305271|Principal Investigator|Rene Y. McNall-Knapp
19521668|NCT02981628|215305272|Principal Investigator|Janice F. Olson
19521669|NCT02981628|215305273|Principal Investigator|Bill H. Chang
19521670|NCT02981628|215305274|Principal Investigator|Jacob A. Troutman
19521671|NCT02981628|215305275|Principal Investigator|Jagadeesh Ramdas
19521672|NCT02981628|215305276|Principal Investigator|Lisa M. McGregor
19521673|NCT02981628|215305277|Principal Investigator|Susan R. Rheingold
19521674|NCT02981628|215305278|Principal Investigator|Gregory E. Halligan
19521675|NCT02981628|215305279|Principal Investigator|Andrew Bukowinski
19521676|NCT02981628|215305280|Principal Investigator|Jennifer J. Welch
19521677|NCT02981628|215305281|Principal Investigator|Jacqueline M. Kraveka
19521678|NCT02981628|215305282|Principal Investigator|Stuart L. Cramer
19521679|NCT02981628|215305283|Principal Investigator|Aniket Saha
19521680|NCT02981628|215305284|Principal Investigator|Kayelyn J. Wagner
19521681|NCT02981628|215305285|Principal Investigator|Benjamin A. Mixon
19521682|NCT02981628|215305286|Principal Investigator|Susan E. Spiller
19521683|NCT02981628|215305287|Principal Investigator|Sima C. Jeha
19521684|NCT02981628|215305288|Principal Investigator|Jennifer A. Domm
19521685|NCT02981628|215305289|Principal Investigator|Debra L. Friedman
19521686|NCT02981628|215305290|Principal Investigator|Shannon M. Cohn
19521687|NCT02981628|215305291|Principal Investigator|Nkechi I. Mba
19521688|NCT02981628|215305292|Principal Investigator|Stanton C. Goldman
19521689|NCT02981628|215305293|Principal Investigator|Tamra L. Slone
19521690|NCT02981628|215305294|Principal Investigator|Ranjan Bista
19521691|NCT02981628|215305295|Principal Investigator|Kenneth M. Heym
19521692|NCT02981628|215305296|Principal Investigator|Joanna S. Yi
19521693|NCT02981628|215305297|Principal Investigator|Kishor M. Bhende
19521694|NCT02981628|215305298|Principal Investigator|Erin K. Barr
19521695|NCT02981628|215305299|Principal Investigator|Timothy C. Griffin
19521696|NCT02981628|215305300|Principal Investigator|Jose M. Esquilin
19521697|NCT02981628|215305301|Principal Investigator|Anne-Marie R. Langevin
19521698|NCT02981628|215305302|Principal Investigator|Luke D. Maese
19521699|NCT02981628|215305303|Principal Investigator|Jessica L. Heath
19521700|NCT02981628|215305304|Principal Investigator|William C. Petersen
19521701|NCT02981628|215305305|Principal Investigator|Robin Y. Dulman
19521702|NCT02981628|215305306|Principal Investigator|Eric J. Lowe
19521703|NCT02981628|215305307|Principal Investigator|Sarah E. Leary
19521704|NCT02981628|215305308|Principal Investigator|Judy L. Felgenhauer
19521705|NCT02981628|215305309|Principal Investigator|Ashley E. Meyer
19521706|NCT02981628|215305312|Principal Investigator|Jhon A. Guerra
19489976|NCT03874897|214956914|Principal Investigator|Lin Shen, MD
19522282|NCT05334823|215307730|Principal Investigator|Tianyou Wang, M.D
19522283|NCT05334823|215307730|Sub-Investigator|Ruidong Zhang, M.D
19522284|NCT05334823|215307731|Principal Investigator|Jin Pan, M.D
19522285|NCT05334823|215307732|Principal Investigator|Qun Hu, M.D
19522286|NCT05334823|215307732|Sub-Investigator|Aiguo Liu, M.D
19522287|NCT05334823|215307732|Sub-Investigator|Yaqin Wang, M.D
19522288|NCT05334823|215307732|Sub-Investigator|Ai Zhang, M.D
19522289|NCT05334823|215307733|Principal Investigator|Liang Huang, M.D
19522290|NCT05334823|215307733|Sub-Investigator|Zhenya Hong, M.D
19522291|NCT05334823|215307733|Sub-Investigator|Di Wang, M.D
19522292|NCT05334823|215307734|Principal Investigator|Runming Jin, M.D
19522293|NCT05334823|215307734|Sub-Investigator|Xiaoyan Wu, M.D
19522294|NCT05334823|215307735|Principal Investigator|Hongling Peng, M.D
19522295|NCT05334823|215307735|Sub-Investigator|Yajuan Cui, M.D
19522296|NCT05334823|215307735|Sub-Investigator|Ruijuan Li, M.D
19522297|NCT05334823|215307736|Principal Investigator|Shaoyan Hu, M.D
19522298|NCT05334823|215307737|Principal Investigator|Fei Li, M.D
19522299|NCT05334823|215307737|Sub-Investigator|Min Yu, M.D
19522300|NCT05334823|215307737|Sub-Investigator|Fancong Kong, M.D
19522301|NCT05334823|215307738|Principal Investigator|Ju Gao, M.D
19522302|NCT05334823|215307739|Principal Investigator|Xiaofan Zhu, M.D
19522303|NCT05334823|215307739|Sub-Investigator|Yumei Chen, M.D
19490437|NCT03902197|214965121|Principal Investigator|Zhiguo Chen, PhD
19490438|NCT03902197|214965121|Principal Investigator|Huyong Zheng, MD, PhD
19490439|NCT03902197|214965121|Sub-Investigator|Yu Zhao, PhD
19490515|NCT03881761|214966171|Sub-Investigator|Quanli Gao, Dr.
19524668|NCT04855253|215324627|Principal Investigator|Veronika Bachanova, MD
19524736|NCT04049383|215325606|Principal Investigator|Julie-An Talano, MD
19524829|NCT03564977|215328726|Principal Investigator|Ketao Lan, M.D
19524830|NCT03564977|215328726|Sub-Investigator|Xuezhen Ma, M.D
19524831|NCT03564977|215328726|Sub-Investigator|Ling Wang, M.D
19525327|NCT04888442|215337552|Principal Investigator|Jianfeng zhou, M.D. Ph.D
19525328|NCT04888442|215337552|Sub-Investigator|Xiaoxi Zhou, M.D
19525329|NCT04888442|215337552|Sub-Investigator|Liang Huang, M.D
19525330|NCT04888442|215337552|Sub-Investigator|Jia Wei, M.D
19526008|NCT03179007|215347287|Principal Investigator|Jiangtao Wang
19398505|NCT05596266|213500316|Principal Investigator|Zhiguo Chen, PhD
19398506|NCT05596266|213500316|Principal Investigator|Huyong Zheng, MD, PhD
19491090|NCT04823091|214977217|Principal Investigator|Heng Mei, M.D., Ph.D
19529699|NCT04473937|215379923|Principal Investigator|Chirayu G Patel, MD, MPH
19529700|NCT04473937|215379923|Principal Investigator|Matthew J Frigault, MD
19530415|NCT03528421|215392141|Principal Investigator|Jun Zhu
19530527|NCT03927261|215393487|Principal Investigator|David A Sallman, MD
19530528|NCT03927261|215393487|Principal Investigator|Nelli Bejanyan, MD
19530529|NCT03927261|215393488|Principal Investigator|Hassan Alkhateeb, MD
19531232|NCT05202782|215404085|Principal Investigator|Reem Karmali
19531233|NCT05202782|215404086|Principal Investigator|Nirav Shah, MD
19531314|NCT05191472|215404372|Principal Investigator|Alfred Chung, MD
19531315|NCT05191472|215404372|Sub-Investigator|Nina Shah, MD
19532024|NCT04577326|215412199|Principal Investigator|Roisin O'Cearbhaill, MD
19491574|NCT05234190|214982800|Principal Investigator|James Ferguson, MBChB, MRCP, MD, FRCP
19491575|NCT05234190|214982801|Principal Investigator|Kourosh Saeb-Parsy, MA MB BChir FRCS PhD
19491576|NCT05234190|214982801|Sub-Investigator|Ben Uttenthal
19491577|NCT05234190|214982802|Sub-Investigator|Neil Halliday
19491578|NCT05234190|214982803|Principal Investigator|Alberto Sanchez Fueyo, MD, PhD
19491579|NCT05234190|214982803|Sub-Investigator|Alison Taylor, MD
19399980|NCT03373097|213510839|Principal Investigator|Franco Locatelli, MD, PhD
19491652|NCT03706326|214983986|Principal Investigator|Yiguang Lin, MD, PhD
19491653|NCT03706326|214983986|Principal Investigator|Size Chen, MD, PhD
19491654|NCT03706326|214983986|Sub-Investigator|Micheal Yin, PhD
19439854|NCT04975555|214122416|Principal Investigator|Mayur S Narkhede, M.D
19439855|NCT04975555|214122416|Sub-Investigator|Amitkumar Mehta, M.D
19439856|NCT04975555|214122416|Sub-Investigator|Gaurav Goyal, M.D
19439857|NCT04975555|214122416|Sub-Investigator|Susan Bal, M.D
19439858|NCT04975555|214122416|Sub-Investigator|Pankit Vachhani, M.D
19439859|NCT04975555|214122416|Sub-Investigator|Smith Giri, M.D
19439862|NCT04226989|214122489|Principal Investigator|He Huang, MD
19440188|NCT05323201|214133431|Principal Investigator|Wei Xu, M.D.
19440189|NCT05323201|214133431|Sub-Investigator|Gang Wang, Ph.D.
19400687|NCT01735604|213522348|Principal Investigator|Han weidong, Doctor
19400688|NCT01735604|213522348|Sub-Investigator|Bo Jian, Doctor
19400689|NCT01735604|213522348|Sub-Investigator|Wang Yao, Master
19359243|NCT05634785|213016618|Principal Investigator|Matthew Milowsky, MD
19359324|NCT05366179|213016963|Principal Investigator|Yasmeen Rauf, MD
19359413|NCT04977024|213017912|Principal Investigator|Sanjeet S. Dadwal
19359793|NCT03721068|213020446|Principal Investigator|Muna Qayed
19359794|NCT03721068|213020447|Principal Investigator|George Hucks, MD
19359798|NCT03672318|213020455|Principal Investigator|Sascha Tuchman, MD, MPS
19359870|NCT03016377|213021941|Principal Investigator|Natalie Grover, MD
19440678|NCT04205838|214141601|Principal Investigator|John M. Timmerman, M.D.
19360634|NCT04796688|213036014|Principal Investigator|Heng Mei, M.D., Ph.D
19360679|NCT02247609|213036444|Principal Investigator|Jun Zhu, MD
19360996|NCT05123001|213041972|Principal Investigator|Surbhi Sidana, MD
